user_id	prec@10	prec@50	prec@100	acc@10	acc@50	acc@100	rec@10	user_predictability
0	0.022455186396940236	0.014177226855905256	0.010994424220082025	0.0	0.0	0.0	0.04569524692176526	0.1649
1	0.022701838529176656	0.013924860111910473	0.010959232613908874	0.0	0.2222222222222222	0.2222222222222222	0.04695973889080182	0.0001
2	0.02270894173272146	0.014329022389097482	0.01117229870671673	0.05063291139240506	0.22784810126582278	0.310126582278481	0.04603211495851208	0.2933
3	0.022205921579087757	0.014237129901307015	0.011092291277674046	0.0	0.0	0.0	0.045482709507542095	0.2286
4	0.022359241426746588	0.014147587697749826	0.010975238282401493	0.0661764705882353	0.09558823529411764	0.16911764705882354	0.045738391333762486	0.2096
5	0.022707295634339292	0.014257251684734837	0.011133899794901847	0.0	0.7142857142857143	0.7142857142857143	0.04610063836316752	0.0001
6	0.022583865814696485	0.014217252396166134	0.011021166134185304	0.0	0.21739130434782608	0.21739130434782608	0.04573717549679492	0.1743
7	0.02223101265822785	0.013813291139240506	0.010886075949367089	0.14285714285714285	0.30952380952380953	0.35714285714285715	0.04538778086696139	0.2532
8	0.022333914462702623	0.014176341852442598	0.010977039207685745	0.0	0.10526315789473684	0.34210526315789475	0.04536653303010217	0.2593
9	0.02240912833784261	0.014355958122573816	0.011203387836725092	0.17857142857142858	0.6428571428571429	0.6428571428571429	0.045506067191773754	0.1747
10	0.02269854824935952	0.014121263877028183	0.011007685738684886	0.0625	0.34375	0.4375	0.046218290816690245	0.2675
11	0.02276264591439689	0.01396887159533074	0.01094774874930517	0.0	0.0	0.0	0.04639522949949202	0.0001
12	0.023062558356676	0.013912231559290385	0.010971055088702147	0.0	0.0	0.5294117647058824	0.04761334767417891	0.3464
13	0.023048396068978308	0.014096050435750046	0.01093454478027072	0.0	0.0	0.19047619047619047	0.047085213457933366	0.0001
14	0.022457671495898064	0.014231454005934717	0.011005760167568511	0.075	0.2	0.475	0.04554412496281699	0.2341
15	0.022413661950403167	0.014185303514376996	0.010997641868248899	0.056338028169014086	0.22535211267605634	0.2746478873239437	0.04546729951287317	0.2431
16	0.022489042245640217	0.014187261027697472	0.01099785507787	0.0	0.3125	0.3125	0.04573866486305517	0.1926
17	0.02240627390971691	0.01417903596021423	0.011001912777352718	0.0	0.10416666666666667	0.16666666666666666	0.04545663362448087	0.1351
18	0.022228277795079413	0.01426658361881034	0.011093117408906884	0.375	0.625	0.625	0.0456208571697905	0.3383
19	0.022217111315547378	0.013808647654093837	0.010860165593376266	0.0	0.0	0.0	0.0468460161903124	0.0001
20	0.02316242380781642	0.014126927214055217	0.011046970240229473	0.0810126582278481	0.17721518987341772	0.24050632911392406	0.0475684622168374	0.2525
21	0.022443146514228907	0.01429849633403753	0.011160680999130111	0.0	0.06756756756756757	0.17567567567567569	0.04587446565888564	0.207
22	0.02242628303234364	0.014282216100397921	0.011141720232629325	0.06666666666666667	0.3	0.3	0.045841756713990565	0.2491
23	0.022404730617608414	0.014181744667947032	0.010996158900232486	0.04	0.44	0.44	0.04577208799844615	0.1847
24	0.02277867528271406	0.01395799676898223	0.010977382875605816	0.0	0.23809523809523808	0.23809523809523808	0.04694800755443706	0.3306
25	0.022545757071547424	0.013876871880199667	0.01094009983361065	0.05263157894736842	0.18421052631578946	0.23684210526315788	0.046390770777980525	0.1813
26	0.022378554502369672	0.014144944707740916	0.01097304502369668	0.0	0.3783783783783784	0.5135135135135135	0.04576462194124459	0.2163
27	0.022350047029882063	0.014276825121192388	0.011107734606757833	0.0	0.08450704225352113	0.2535211267605634	0.045819074627549604	0.2657
28	0.024832214765100676	0.015302013422818794	0.012013422818791947	0.3333333333333333	0.75	0.75	0.04781443388825939	0.3677
29	0.022546693435541765	0.014211839143395995	0.0110470280464805	0.0	0.0	0.0	0.046096460014624266	0.3383
30	0.02226832641770401	0.013812816966343937	0.010857538035961274	0.0	0.25	0.25	0.046954006084711467	0.0001
31	0.022507813785162038	0.014203816417173876	0.01100592202664912	0.0	0.16666666666666666	0.20987654320987653	0.04566871241824987	0.1816
32	0.02246768346898297	0.014235004445660351	0.011007455030435674	0.0	0.0	0.2857142857142857	0.0455205558838522	0.0001
33	0.024087591240875915	0.014598540145985401	0.011605839416058392	0.0	0.25	0.25	0.045572250134293925	0.2399
34	0.02238350173427839	0.014169808475343085	0.010983637460413212	0.0891089108910891	0.18811881188118812	0.18811881188118812	0.045446831902163774	0.1879
35	0.022476465024098016	0.01419845952885005	0.011013017431647223	0.0	0.08695652173913043	0.1956521739130435	0.04563650493779905	0.1942
36	0.022464133319893827	0.014227060444175654	0.011016362597856398	0.05128205128205128	0.1282051282051282	0.15384615384615385	0.045522352084330905	0.2693
37	0.022476968899355822	0.014228717877675417	0.011001593128766364	0.1016949152542373	0.1694915254237288	0.288135593220339	0.04557481816457092	0.333
38	0.022353724387898517	0.014186700199718913	0.010981211628079001	0.0	0.0273224043715847	0.0273224043715847	0.045394619910280036	0.1797
39	0.022530945483276273	0.0142480905978404	0.011124572030550433	0.032520325203252036	0.23577235772357724	0.3821138211382114	0.0457960962059226	0.2372
40	0.02241729283145187	0.014217442398774973	0.011004593853495247	0.04950495049504951	0.12871287128712872	0.16831683168316833	0.04546898635904496	0.153
41	0.02222590701067852	0.014238906944352325	0.011087086290376072	0.0	0.08333333333333333	0.1875	0.04554472320188164	0.1863
42	0.022566335994838295	0.014214856036777159	0.011019033793047826	0.1	0.23333333333333334	0.23333333333333334	0.04573253530429328	0.2483
43	0.022264333521490206	0.014266591403919041	0.011107975163293283	0.08955223880597014	0.208955223880597	0.208955223880597	0.045653097963029056	0.2298
44	0.02260262680661648	0.014226520855086003	0.01102654283673133	0.1111111111111111	0.24074074074074073	0.4074074074074074	0.046217418650525324	0.2324
45	0.02236944282663561	0.014136090079596195	0.01096631721995729	0.0	0.3333333333333333	0.3333333333333333	0.0457506078004181	0.3383
46	0.02234003921853439	0.014272641440918003	0.011101750308664391	0.09302325581395349	0.09302325581395349	0.09302325581395349	0.04577164036180179	0.26
47	0.022510054412112613	0.014200772809715321	0.011012538443340431	0.0	0.16129032258064516	0.3225806451612903	0.045609692297285495	0.1975
48	0.027046263345195727	0.015622775800711745	0.011779359430604982	0.0	0.0	0.08823529411764706	0.05590754725554855	0.189
49	0.022366575625599763	0.01419059570384587	0.010983981693363846	0.12121212121212122	0.42424242424242425	0.42424242424242425	0.0454322336168873	0.3005
50	0.026184538653366583	0.015361596009975062	0.01177057356608479	0.0	0.25806451612903225	0.3225806451612903	0.05329037236090255	0.2651
51	0.022797707493101255	0.013903629802589683	0.010825727021863723	0.15789473684210525	0.22807017543859648	0.22807017543859648	0.04644360227333188	0.2232
52	0.022599434182060243	0.014055583291729075	0.010968547179231153	0.0	0.3076923076923077	0.3076923076923077	0.0460395207494081	0.2798
53	0.022497187851518562	0.013822272215973003	0.010794150731158605	0.0	0.0	0.391304347826087	0.04590234297258714	0.0001
54	0.022373835824128226	0.014269005847953216	0.011143599740090968	0.0	0.0	0.2777777777777778	0.045482174601029456	0.0001
55	0.022517949987620703	0.014218866055954446	0.011063382025253777	0.0	0.0	0.12751677852348994	0.046070625254343474	0.2717
56	0.02235950874581318	0.014285076293263864	0.011100855973204319	0.0	0.6153846153846154	0.6153846153846154	0.045844583707294585	0.4384
57	0.022596964586846544	0.014234890931839196	0.011029211771745635	0.0	0.0	0.2	0.046180513352098086	0.3837
58	0.022414495114006512	0.014283387622149837	0.011143118892508143	0.0	0.23255813953488372	0.23255813953488372	0.04582632688635987	0.262
59	0.022387482267979198	0.014173580363667625	0.01098568542320423	0.5	0.5	0.5	0.045567934944713645	0.0001
60	0.0222259447869204	0.014245510586974002	0.01109019029750737	0.058823529411764705	0.10588235294117647	0.10588235294117647	0.04554595541371134	0.2969
61	0.02254403340649928	0.01420846940414369	0.011014508271320734	0.0	0.11428571428571428	0.22857142857142856	0.04594850436038595	0.1198
62	0.022486772486772486	0.013891293891293892	0.010827320827320826	0.0	0.12162162162162163	0.17567567567567569	0.046029772571171454	0.2455
63	0.02237258000790202	0.014140655867246147	0.010971947846700908	0.0	0.0	0.0	0.04574360506594151	0.2648
64	0.023012281835811253	0.01413703943115708	0.011037491919844863	0.0	0.3698630136986301	0.4246575342465753	0.046950866801651135	0.2733
65	0.022345116749801202	0.014281789922648738	0.011115448565025663	0.05747126436781609	0.20689655172413793	0.39080459770114945	0.045785721966733514	0.2276
66	0.02249037403740374	0.014241611661166116	0.011010726072607262	0.013245033112582781	0.09933774834437085	0.17218543046357615	0.04560281343863103	0.2503
67	0.023106796116504853	0.014128155339805826	0.010949514563106796	0.34615384615384615	0.8846153846153846	0.8846153846153846	0.047050835567452744	0.3421
68	0.0222053087241937	0.014223194748358862	0.01107125868138141	0.0	0.15384615384615385	0.2692307692307692	0.04554845936210461	0.1815
69	0.022703874288810624	0.014305066377675426	0.01115822270387429	0.2631578947368421	0.3157894736842105	0.7894736842105263	0.04595930456973829	0.2014
70	0.022435962336741926	0.014220242313792987	0.01100941581451858	0.0	0.0	0.47368421052631576	0.04547175347354509	0.2994
71	0.022217741935483874	0.014254032258064517	0.0110994623655914	0.0	0.0	0.0	0.045487981984379124	0.2968
72	0.022612459591255275	0.014230453125856116	0.01103227220426278	0.21052631578947367	0.21052631578947367	0.42105263157894735	0.04622438556553083	0.1648
73	0.02249365303244006	0.01419125528913963	0.011012693935119887	0.0	0.5714285714285714	0.5714285714285714	0.0459494398342462	0.1833
74	0.02237878007504967	0.01419174453682584	0.010989625487454935	0.021505376344086023	0.21505376344086022	0.3548387096774194	0.045473502788917895	0.247
75	0.022435125369539035	0.014304171685097995	0.011167195883061427	0.5384615384615384	0.5384615384615384	0.8461538461538461	0.045545529497517424	0.2628
76	0.023040054775761723	0.014173228346456693	0.01106812735364601	0.08823529411764706	0.20588235294117646	0.20588235294117646	0.0472492604121603	0.2119
77	0.022614575507137493	0.013824192336589032	0.010894064613072877	0.0	0.16666666666666666	0.23333333333333334	0.04584158445592268	0.1649
78	0.02255993498577814	0.014215359609914668	0.011016253555465259	0.037037037037037035	0.18518518518518517	0.25925925925925924	0.04573951930677491	0.2052
79	0.02277383766745469	0.01397163120567376	0.010981087470449171	0.0	0.0	0.0	0.0472824233704925	0.2514
80	0.022531805278099046	0.014213016507202185	0.011022500262853537	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.04599134472985919	0.2648
81	0.02229771892116758	0.01429660958191777	0.011114885946058379	0.0	0.0	0.0	0.045625080961640516	0.3366
82	0.022670203359858535	0.014114942528735632	0.010969053934571177	0.0	0.0	0.23529411764705882	0.04628392567279081	0.1804
83	0.022476456226020233	0.014238576909661666	0.011010812696198117	0.0	0.21052631578947367	0.21052631578947367	0.04556938934287846	0.1869
84	0.022425249169435217	0.01428156146179402	0.011136835548172758	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.04580537540969824	0.3383
85	0.0226977723206455	0.01410980529731626	0.010975267496930364	0.13333333333333333	0.26666666666666666	0.6	0.04626501280342199	0.2402
86	0.022423075668091496	0.014174960028714064	0.010981172708584855	0.0	0.0	0.1282051282051282	0.04546013361988987	0.1652
87	0.022375204325411794	0.01420721740223815	0.011059348673456556	0.0	0.2857142857142857	0.2857142857142857	0.045759148507945026	0.2934
88	0.022372084093309014	0.014126907938945953	0.010972448881635788	0.05333333333333334	0.09333333333333334	0.22666666666666666	0.04567823586336599	0.2354
