user_id	prec@10	prec@50	prec@100	rec@10	user_predictability
1	0.03508459483526269	0.016544968833481742	0.010534283170080143	0.043646442261673676	0.4291
5	0.03686931348221671	0.016716294458229943	0.010583126550868486	0.04508385781956282	0.3377
6	0.03572097378277154	0.01656367041198502	0.010444756554307117	0.04303923272684065	0.349
7	0.03596610169491525	0.016610169491525422	0.010457627118644069	0.04356819518265538	0.4015
11	0.03604301075268817	0.01655627240143369	0.010529032258064517	0.04442119709114856	0.3323
12	0.03627824666485162	0.016564116526000545	0.010534985025864417	0.044835460034221744	0.1926
13	0.03403483309143687	0.01638606676342525	0.010384615384615384	0.04185684292408467	0.3476
19	0.03560885608856088	0.016494464944649446	0.010362853628536286	0.043318706674298824	0.7069
20	0.03575148809523809	0.016562499999999997	0.010427827380952381	0.04349873855725359	0.4226
21	0.03622834837765308	0.01653574042449378	0.010526957794584046	0.044530693779070776	0.3317
24	0.03680167597765363	0.016682960893854747	0.01056564245810056	0.04519355723340534	0.3126
26	0.0365904365904366	0.01683991683991684	0.010607068607068608	0.0443329046214269	0.2176
27	0.03626269465132024	0.016579553148273526	0.010545700744752877	0.04473910913142864	0.5053
28	0.036174016686531585	0.016805721096543505	0.010482717520858165	0.04370770404371383	0.4357
34	0.03600529100529101	0.01662962962962963	0.010592592592592594	0.04397839714252134	0.473
36	0.036747430249632895	0.016795154185022025	0.010669970631424377	0.04513292698657642	0.5928
37	0.03647355163727959	0.01669017632241814	0.010607052896725441	0.044669769476997745	0.0922
38	0.03457095709570958	0.01648514851485149	0.010486798679867987	0.043101117878856454	0.3273
40	0.03633499606195852	0.016734050932003152	0.010658965607771067	0.04434697290278417	0.3267
44	0.03648785425101214	0.016715587044534415	0.010625	0.04460372101685266	0.478
45	0.03680981595092025	0.016699386503067484	0.010568507157464215	0.04498611501781255	0.3395
48	0.036648203014298594	0.01666366095581605	0.01058224913049079	0.04513828174256247	0.3672
50	0.03674840443399396	0.016738327175008397	0.010567685589519652	0.04507937089293047	0.5797
51	0.03623481781376518	0.016753036437246963	0.010550607287449394	0.04396660562613726	0.4189
54	0.0360925678682688	0.016549473371903278	0.01053107847500371	0.04436244246869455	0.3318
55	0.03418940609951847	0.01675762439807384	0.01057784911717496	0.041402070719155096	0.3928
61	0.03575063613231552	0.016692111959287534	0.010470737913486006	0.043561091822028754	0.287
62	0.03606892523364486	0.0165303738317757	0.010505257009345794	0.044494670560074064	0.2048
63	0.03603180339718107	0.01674015178894109	0.010491507047343694	0.04357821192020268	0.3442
64	0.036432461150219156	0.01661043963341745	0.010557843007039448	0.044846134372938204	0.3203
65	0.03680334394904459	0.016719745222929933	0.010583200636942675	0.044867403238067684	0.2661
66	0.03610208816705337	0.016552204176334108	0.010533642691415313	0.04443205726522753	0.3289
68	0.036379613356766254	0.016625659050966607	0.010569149655265649	0.04486515502295948	0.4816
69	0.03678564462648723	0.016742734542617516	0.010631948507899357	0.044939787657813125	0.4226
73	0.03603018867924528	0.016531320754716982	0.010517735849056605	0.04437349803597054	0.2477
78	0.03637246570353284	0.016559426975840716	0.010509894379021488	0.04451820460704483	0.2887
79	0.036854937017472576	0.01671678179601788	0.010574969524583502	0.04498198561689031	0.4682
81	0.03642764015645372	0.01671968709256845	0.010638852672750977	0.04454957166701649	0.3045
83	0.03386627906976744	0.01627906976744186	0.010297965116279069	0.041724639934148745	0.3554
86	0.03582089552238806	0.018507462686567167	0.01164179104477612	0.03207372631758058	0.2985
87	0.03597916028194913	0.016546123199509655	0.010531719276739198	0.044201353701826145	0.2708
89	0.034595162986330176	0.016529968454258675	0.010525762355415354	0.04267932486815399	0.3121
91	0.0363607188703466	0.016553273427471118	0.010442875481386395	0.044520427359921184	0.3885
93	0.034895833333333334	0.016822916666666667	0.010703125	0.042364590258359015	0.4438
95	0.03673179396092362	0.016699822380106574	0.010591474245115454	0.04514717927458181	0.4528
96	0.03622641509433963	0.016570230607966457	0.010529699510831587	0.044702295569216725	0.2815
99	0.03620689655172414	0.016660617059891105	0.010508166969147005	0.04395401747561389	0.3778
100	0.036211180124223606	0.016478260869565216	0.01039751552795031	0.04437781778150448	0.4936
104	0.03157894736842106	0.016842105263157898	0.010789473684210528	0.027746230377809322	0.3804
105	0.03614649681528662	0.016592356687898088	0.010355626326963905	0.044113546659674534	0.327
109	0.036446532191213035	0.016711798839458416	0.010649350649350652	0.044640289789514204	0.4161
111	0.036701926709482434	0.016735927465054777	0.010630902908953533	0.04486314271301292	0.4589
115	0.03633511139002197	0.01646689676812049	0.010385942893002825	0.04455447499936448	0.5147
116	0.036728909636545515	0.016708902967655884	0.010566855618539513	0.045020247702148165	0.4459
121	0.03598603839441536	0.01657242582897033	0.010394415357766144	0.04383063231746946	0.4231
123	0.03610308285163776	0.016536608863198462	0.010513005780346822	0.04443917931853802	0.2604
124	0.036795096322241684	0.016658493870402802	0.010555166374781086	0.04522694576797027	0.4184
126	0.03643509666454217	0.016592309326534948	0.010528999362651371	0.04468137133850449	0.5283
127	0.03447154471544716	0.01640650406504065	0.010422764227642276	0.04297309122610537	0.5549
128	0.03667052788350158	0.01668045672679133	0.01054774118815158	0.044935025387373394	0.5183
132	0.03494736842105264	0.016757894736842107	0.010505263157894738	0.04152120829891774	0.3389
133	0.03665389527458493	0.016798637718177953	0.01057045551298425	0.04439628277245145	0.4183
134	0.036330765602892626	0.01655400094324792	0.010518786354346802	0.044626207456577804	0.3934
136	0.03601648947711	0.01647645910175743	0.010462139292688218	0.044258545587493994	0.4725
138	0.03646385414458342	0.016591053635785454	0.010527877888488446	0.04472150222629887	0.4088
140	0.03628225381779884	0.01673512374934176	0.010442338072669827	0.044224404491337035	0.1902
143	0.036583360736599804	0.016652416968102598	0.010524498520223611	0.04483920673883498	0.3601
146	0.03618874773139746	0.016740471869328494	0.010497277676950998	0.04376802627339412	0.3113
159	0.035764793449944175	0.01656122069222181	0.01042054335690361	0.04351492714622168	0.3927
160	0.03522427440633246	0.016675461741424803	0.010494722955145119	0.04289785801165509	0.5586
161	0.0360486643745041	0.016656969055805344	0.010605659878339065	0.04399615242259766	0.3928
165	0.03471074380165289	0.016776859504132234	0.01049586776859504	0.041437824949006746	0.4196
169	0.036193029490616625	0.01651961979039727	0.010516695101145505	0.04448728096524765	0.429
172	0.03679615110477548	0.01672487526728439	0.010607626514611546	0.045241293042992674	0.2806
173	0.03696625344352617	0.016763085399449037	0.010602617079889807	0.0452272905136792	0.3886
174	0.0360511828596935	0.016518375241779498	0.010508852849278381	0.044374391301020166	0.4324
176	0.03667563068254578	0.016665386092969654	0.010574977589960302	0.045135647423356975	0.222
177	0.03599215922798552	0.01651688781664656	0.010508142340168877	0.044326662317295665	0.3535
178	0.03667152221412964	0.016737072104879826	0.010633648943918429	0.045147363037475546	0.2981
179	0.03603195739014647	0.016649800266311587	0.010612516644474036	0.04399401761003129	0.4808
180	0.03453125	0.016968749999999998	0.010703124999999999	0.04163479349345532	0.3729
186	0.035708692247454966	0.016476115896632733	0.01038371182458888	0.04337223151732649	0.2639
187	0.03598893096417128	0.016501602097291002	0.010489367899796096	0.044414434022048824	0.4999
188	0.03607848966850008	0.016542292255091424	0.010527724096922847	0.04437652685878616	0.5838
191	0.035481770833333336	0.016640625000000003	0.010468749999999999	0.043187658845221584	0.2801
200	0.0359860248447205	0.01650621118012422	0.010403726708074535	0.04390198387580863	0.4162
201	0.03630952380952381	0.016666666666666666	0.01060817805383023	0.044437824086579834	0.4548
204	0.03464912280701754	0.016783625730994154	0.01064327485380117	0.04140658279099049	0.3454
205	0.036194082176412845	0.01655868742111906	0.010524470621231243	0.04457954151059198	0.4186
206	0.0359782977280434	0.01660902000678196	0.010457782299084437	0.04358296907047588	0.2973
207	0.036436884512085946	0.01674127126230976	0.010568487018800359	0.044272130810447057	0.3697
209	0.03606141920095409	0.016532498509242696	0.010517292784734646	0.0443749439118957	0.2419
211	0.03677381874515879	0.016742835011618898	0.010629357087529049	0.04486012797439624	0.5074
216	0.03671611598111935	0.016729602157788268	0.010568105192178018	0.04508886166393677	0.3046
218	0.03599712023038157	0.016526997840172787	0.010505399568034559	0.04434753112728801	0.3512
219	0.03646934460887949	0.0165877378435518	0.01052431289640592	0.04476696714014384	0.3002
