user_id	prec@10	prec@50	prec@100	acc@10	acc@50	acc@100	rec@10	user_predictability
12	0.014381318524846932	0.007820019934500926	0.005768190232094546	0.0	0.0	0.0	0.023657291041432216	0.3464
14	0.01416470588235294	0.007827450980392158	0.00579450980392157	0.075	0.475	0.475	0.022853064342042113	0.2341
16	0.013941568426447977	0.008006150691952846	0.005899538698103538	0.0	0.0	0.0	0.022716470915555106	0.1926
19	0.013944480309877341	0.007721110393802454	0.005744028405422854	0.0	0.0	0.0	0.022513816284121326	0.0001
31	0.014241486068111453	0.0076780185758513935	0.005913312693498453	0.024691358024691357	0.19135802469135801	0.2839506172839506	0.024464731461635483	0.1816
39	0.01420253164556962	0.007815189873417722	0.005775949367088607	0.07317073170731707	0.17073170731707318	0.22764227642276422	0.02326383628060688	0.2372
40	0.013219159753813221	0.007621086432967621	0.0057211667112657206	0.04950495049504951	0.13861386138613863	0.18811881188118812	0.021234266382185417	0.153
45	0.014421575585521648	0.007838183108587651	0.005781405251951738	0.0	0.0	0.0	0.023657233280328496	0.3383
50	0.012087912087912088	0.007417582417582418	0.005549450549450549	0.0	0.3870967741935484	0.5161290322580645	0.021599681490925775	0.2651
54	0.014219294846958542	0.00781609195402299	0.005774247707606871	0.0	0.0	0.0	0.023275624361442232	0.0001
56	0.014102564102564103	0.007755656108597285	0.005749622926093515	0.0	0.0	0.0	0.02294053964865414	0.4384
57	0.013821138211382113	0.00802555168408827	0.005911730545876888	0.0	0.3	0.3	0.022742771295282006	0.3837
58	0.014187884108867427	0.007796312554872696	0.005769973661106234	0.0	0.09302325581395349	0.3023255813953488	0.022970487513573033	0.262
60	0.014184307263277983	0.007810875903156294	0.005773862339967043	0.10588235294117647	0.15294117647058825	0.3411764705882353	0.023245570619444086	0.2969
62	0.01411451398135819	0.007743749075306999	0.005744932682349459	0.0	0.12162162162162163	0.22972972972972974	0.022896707215959097	0.2455
67	0.014246323529411764	0.007794117647058824	0.005799632352941177	0.34615384615384615	0.5	0.5	0.02355613037921698	0.3421
