user_id	prec@10	rec@10	user_predictability
0	0.018621024520514687	0.03680075103777927	0.5118
1	0.018827987799242073	0.03708771860100387	0.4572
2	0.01862253426947509	0.038141541505515575	0.5813
3	0.018968621399176953	0.03716770879353044	0.4787
4	0.018968803756567017	0.037219724535137506	0.5287
5	0.01878207583301417	0.03713892490461461	0.4502
6	0.019008849557522127	0.03750658230768636	0.4898
7	0.018954380298748484	0.037288894735542796	0.5216
8	0.019009519951387485	0.03752491983435709	0.5333
9	0.018961184026808155	0.03721928063056982	0.4883
10	0.01879973156936056	0.036985519442074184	0.5086
11	0.01844660194174757	0.039620240988675615	0.4938
12	0.01876053173563003	0.036910358525514435	0.4953
13	0.018881341541074084	0.037316953901714994	0.4834
14	0.018809323949118616	0.037039570894210117	0.5401
15	0.018803034199022885	0.037013182379961616	0.5147
16	0.018950134441456858	0.037460634215640075	0.5529
17	0.018976458546571137	0.03747603858657404	0.543
18	0.018981774960380348	0.037251736668565114	0.4132
19	0.01894361600642667	0.037375310085398586	0.4047
20	0.018949158119892503	0.03739025771786946	0.5706
21	0.018987875099480363	0.037307287507780756	0.4904
22	0.018918498951130448	0.037103724957019184	0.5024
23	0.019772727272727275	0.04061125425789991	0.4735
24	0.018780701164120856	0.03707910548069868	0.5098
25	0.018840195447142154	0.036968473942247726	0.5313
26	0.01897174989958495	0.03716509228128517	0.5157
27	0.018946613814624272	0.037127677475539106	0.52
28	0.018985448898602406	0.0374630499948791	0.5903
29	0.018779247887418783	0.036956629049751534	0.3916
30	0.01884885764499121	0.03732789248796894	0.4492
31	0.01881913358736266	0.036917776804219316	0.5101
32	0.01878530134892684	0.03713256298501674	0.4746
33	0.018811019816336393	0.0370241310454425	0.5395
34	0.018780844763622753	0.0369789842171775	0.5482
35	0.018778156996587032	0.036980252695281934	0.5251
36	0.018836206896551726	0.037013130359714916	0.5566
37	0.018796773959165878	0.03686918984442681	0.559
38	0.01882534659433394	0.0369149620585724	0.565
39	0.018938193343898575	0.03731960620100222	0.5423
40	0.01883095913021637	0.03691934457197212	0.5147
41	0.018846899224806205	0.03899631971784741	0.5012
42	0.01877104377104377	0.03692909597960995	0.4847
43	0.01879832118400707	0.036874983670890725	0.5101
44	0.018790084312171218	0.03681573583849374	0.523
45	0.018795103092783504	0.03699226303128479	0.4655
46	0.01881268736814834	0.03691787070596158	0.5255
47	0.01880986937590711	0.037011575777948974	0.4936
48	0.018980396639423903	0.037453195381722405	0.5421
49	0.01890681003584229	0.037183877968564254	0.5331
50	0.018910835214446954	0.03735343061926098	0.5117
51	0.01892229923393611	0.03738600482256427	0.5022
52	0.01876730388925511	0.037099357413033614	0.4717
53	0.019063859814183234	0.03760881771528411	0.4817
54	0.018844912112878153	0.03682855483046144	0.4959
55	0.006756756756756757	0.01126126126126126	0.542
56	0.01882448138884802	0.03732761052100496	0.4996
57	0.01882693163280439	0.03693925609042869	0.5397
58	0.01896870726409782	0.03722962179306848	0.5295
59	0.019008635191207806	0.03728834137411339	0.4494
60	0.01896765423213786	0.03724403282263471	0.6098
61	0.018881404368238416	0.03715739389411456	0.4994
62	0.018831638676263376	0.03693451307712719	0.5093
63	0.018899188876013905	0.037057207566674084	0.4566
64	0.018808309037900876	0.0368910348443251	0.5124
65	0.018894778170396545	0.03718530188593951	0.5057
66	0.01877384288173931	0.03695802052950881	0.5089
67	0.018845500848896437	0.03705130390287493	0.4999
68	0.01884675239577361	0.03728403181569763	0.5092
69	0.01879266857238944	0.03699949203033169	0.4886
70	0.018934837869675737	0.03743962003860906	0.4478
71	0.018885252823815053	0.03734485085905646	0.464
72	0.01879560203086648	0.03701164146650234	0.5074
73	0.018992654774396645	0.039016426609992994	0.5258
74	0.01825690686414127	0.03699021509099863	0.53
75	0.018903846153846156	0.03719824117719128	0.4811
76	0.01913946587537092	0.03767856710167474	0.511
77	0.01904761904761905	0.03762809528495333	0.5028
78	0.018787234042553193	0.036918667332612794	0.607
79	0.018880783770832226	0.0372944057760222	0.474
80	0.01883571854502087	0.03731593643211987	0.4939
81	0.018820910527071667	0.03691987311327313	0.5311
82	0.01884660483956934	0.03704430308737568	0.5019
83	0.018982225692371287	0.03729910697564294	0.4924
84	0.018773865082732287	0.037154275899116136	0.4462
85	0.019009203499602317	0.03729204907862914	0.4969
86	0.018760064412238327	0.03677383445011334	0.4842
87	0.018608611043541716	0.03677506531856308	0.5422
88	0.019104107648725215	0.037519356391903576	0.4993
89	0.018837135052680122	0.03699451110241192	0.5042
90	0.018959170721387773	0.03713909992502652	0.6749
91	0.01884304207119741	0.03735188142576791	0.5025
92	0.018776406962988	0.0369010397105801	0.501
93	0.019012301816405383	0.037229013854419034	0.4994
94	0.01895625479662318	0.03741749272575634	0.4839
95	0.018964636140637776	0.03743824828630955	0.4849
96	0.018807662629583655	0.037049976365347494	0.474
97	0.018575747396708094	0.03817255088220706	0.4397
98	0.018866188109699984	0.0374750984084032	0.5329
99	0.018964429371401532	0.03721375397101992	0.5604
100	0.018959906674034504	0.03747092087765076	0.5408
101	0.018773390876293875	0.03696377241662162	0.4436
102	0.018876755070202807	0.03690614073128713	0.5057
103	0.019259962049335864	0.03914936850805927	0.4887
104	0.018937023005545492	0.03742757300564059	0.6035
105	0.01881188118811881	0.03689933197682683	0.5079
106	0.018865496000735497	0.037126159469672494	0.3787
107	0.01895527814810326	0.03747695823043755	0.4234
108	0.019020526062409733	0.03727716419440117	0.4666
109	0.018921098828106466	0.03721049796876793	0.4944
110	0.018978068558791007	0.03727810961579934	0.5316
111	0.018822848041699848	0.036865678161563296	0.5437
112	0.0190292070668015	0.03755581116683843	0.5262
113	0.018804472948528203	0.03719581661087429	0.4931
114	0.018513853904282115	0.037605402515057534	0.552
115	0.018800909958171276	0.036893945972000006	0.4804
116	0.01905569691829234	0.03744393568215056	0.5217
117	0.018870079966767057	0.03708261532246363	0.5125
118	0.019109269808389437	0.03983444159349554	0.4845
119	0.018763144058885385	0.03705072178974904	0.5049
120	0.018845932857260116	0.037274222732411016	0.5075
121	0.018812024628757695	0.03685540016362627	0.5526
122	0.018857340720221605	0.03731972038049134	0.5389
123	0.018819751103974304	0.037388172406497326	0.5355
124	0.018936063658115853	0.03746526185110607	0.4819
125	0.018835657974530014	0.03690029112137071	0.4942
126	0.01880917455660755	0.037006378942786716	0.5026
127	0.018855551563061443	0.037229002794861694	0.5199
128	0.01880484114977307	0.03724178321803731	0.4592
129	0.01883066093077826	0.03688285608463424	0.5041
130	0.018755718206770355	0.0368501572466114	0.5793
131	0.018958676677043276	0.037477673649248804	0.4625
132	0.018890848520478152	0.037190804018227525	0.4773
133	0.018846636021730048	0.03728862670898697	0.4932
134	0.0187969397066049	0.03716107785737314	0.5295
135	0.01829436038514443	0.03689276485230762	0.4912
136	0.019016097487588386	0.03751465800331293	0.4393
137	0.018971417069243157	0.037438000194231706	0.5132
138	0.018823962024470148	0.037050802286604026	0.5009
139	0.018985195031397537	0.037308130832319195	0.5038
140	0.01896488586890182	0.037189496203163926	0.5824
141	0.018812745525971192	0.03720864758456238	0.5158
142	0.01884363789829078	0.036989841366946795	0.5637
143	0.018834702806530785	0.03704690375369061	0.4982
144	0.018906855314131717	0.03737465632975812	0.5028
145	0.01839430894308943	0.03785824563658115	0.5073
146	0.018544719555330977	0.03711236204115976	0.4779
147	0.019148936170212766	0.03759580816764083	0.5354
148	0.0189076049038174	0.03718548920297041	0.4507
149	0.018900832542944463	0.037353162722808586	0.4715
150	0.018955512572533847	0.03719196801707607	0.4777
151	0.018944829665360267	0.037439110049837555	0.4809
152	0.018966323666978483	0.037215304007714105	0.5034
153	0.01887372322154931	0.03722314225334575	0.5496
154	0.01862527716186253	0.03846186328839315	0.4935
155	0.018796992481203006	0.037001563281598815	0.593
156	0.018820050883586605	0.03717013662866506	0.5314
157	0.018974611121044163	0.03716570725806718	0.4909
158	0.01883285083041292	0.0369408985906359	0.5171
159	0.018783774539982215	0.03701468948879363	0.5005
160	0.018785046728971962	0.038699887394985075	0.5049
161	0.019633943427620634	0.040342766918524044	0.4664
162	0.018813344594594595	0.03690197138160476	0.4858
163	0.01908374237691507	0.037600120924045584	0.4992
164	0.018771964723824683	0.036941760009676174	0.5065
165	0.01886341929321872	0.03737233334531589	0.511
166	0.01860869565217391	0.03784408124745968	0.507
167	0.018889188460501482	0.03728184485013459	0.4854
168	0.01826697892271663	0.0379283518657416	0.5028
169	0.018727915194346294	0.03798511368658018	0.4741
170	0.01892213290205965	0.03723064319281917	0.4944
171	0.01882390540108661	0.03734976728371079	0.0001
172	0.018814631887636983	0.03688268041078306	0.5279
173	0.018926529926025556	0.03709252132920554	0.4971
174	0.018873696697259162	0.03727137019196043	0.4833
175	0.01904656711142529	0.037292389020737865	0.6236
176	0.01910152104704634	0.037488849748924434	0.4992
177	0.019020034843205576	0.03728071667172455	0.5423
178	0.018756186077202246	0.036918440095483784	0.5393
179	0.01884319187284942	0.037265886539777075	0.4993
180	0.018820086042739263	0.036984026919058166	0.4813
181	0.019003115264797508	0.03916509646174108	0.4245
182	0.018885448916408667	0.03731210755203683	0.496
183	0.018466898954703832	0.037822903688657344	0.6817
184	0.018833720307197713	0.037258811234444494	0.4547
185	0.01896134714553005	0.037282054137560805	0.4717
186	0.01891708341050812	0.03741187011015337	0.499
187	0.01875971401927262	0.03680606276189538	0.4476
188	0.018711304746617752	0.03673800574128424	0.4099
189	0.018943270300333704	0.037456527685486685	0.5361
190	0.018818018525692953	0.03698187471221726	0.4359
191	0.018783696355402203	0.03694998462696379	0.4338
192	0.01880514705882353	0.036890087547745073	0.5445
193	0.01860846734492944	0.03811859795176055	0.4925
194	0.018811657504330146	0.037303698967309104	0.5073
195	0.01896673157393214	0.03720535151712032	0.7047
196	0.01883604744288929	0.036943603500138485	0.4789
197	0.01885657959586003	0.03708233276198738	0.5963
