uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
1012, 1.00907, 1.01788, 1.01723, 1.01788, 1.00573, 2.37301, 0.89426, 0.89426, 0.91045, 0.94586
1013, 0.95308, 0.93208, 0.93211, 0.93742, 0.67421, 1.55111, 0.68343, 0.68343, 0.58988, 0.81927
1014, 0.69594, 0.70290, 0.70272, 0.70290, 0.63542, 1.98024, 0.65757, 0.65757, 0.66944, 0.68510
1015, 0.58410, 0.52049, 0.54171, 0.52136, 0.47793, 1.76461, 0.53845, 0.53845, 0.49738, 0.54593
1016, 0.64042, 0.61422, 0.61255, 0.61422, 0.58854, 2.20811, 0.51884, 0.51884, 0.50858, 0.54571
1017, 1.24094, 1.22291, 1.20801, 1.21483, 1.14366, 2.44007, 1.10990, 1.10990, 1.09703, 1.18407
1018, 0.54880, 0.49395, 0.51844, 0.50159, 0.64126, 2.38261, 0.47006, 0.47006, 0.47480, 0.28400
1019, 0.71723, 0.67752, 0.68152, 0.67752, 0.60172, 2.23171, 0.64700, 0.64700, 0.57991, 0.63336
1020, 1.01589, 0.97816, 0.98603, 0.97816, 0.93293, 1.85256, 0.79896, 0.79896, 0.80012, 0.82793
1021, 0.96750, 0.90333, 0.94981, 0.92171, 0.83991, 2.45915, 0.86290, 0.86290, 0.81921, 0.82298
1022, 0.73871, 0.78815, 0.77603, 0.70503, 0.64674, 2.27878, 0.70543, 0.70543, 0.61867, 0.81925
1023, 0.80466, 0.85827, 0.85851, 0.88351, 1.14304, 1.08390, 1.08043, 1.08043, 1.04500, 1.10756
1024, 1.02104, 1.00229, 1.01717, 1.00189, 0.94570, 2.17680, 0.89397, 0.89397, 0.89987, 0.87349
1025, 0.78010, 0.80781, 0.79881, 0.80781, 0.81891, 2.48408, 0.86170, 0.86170, 0.81402, 0.89388
1026, 0.66005, 0.62510, 0.62142, 0.62502, 0.56210, 1.94022, 0.57581, 0.57581, 0.59033, 0.58403
1027, 1.12833, 1.12637, 1.12837, 1.12637, 1.07729, 2.05916, 1.00542, 1.00542, 1.03950, 1.04631
1028, 0.67432, 0.63842, 0.63164, 0.63842, 0.58757, 2.62528, 0.57075, 0.57075, 0.60823, 0.65238
1029, 0.83800, 0.76440, 0.76040, 0.76440, 0.69442, 2.41526, 0.65583, 0.65583, 0.65655, 0.75034
1030, 0.82940, 0.75780, 0.78882, 0.75148, 0.74551, 1.79106, 0.76568, 0.76568, 0.70502, 0.82573
1031, 0.61092, 0.58048, 0.56292, 0.58048, 0.57860, 1.67958, 0.53733, 0.53733, 0.55909, 0.57110
1032, 0.63382, 0.63648, 0.63233, 0.63648, 0.55269, 2.12884, 0.58317, 0.58317, 0.55648, 0.57281
1033, 0.42552, 0.52176, 0.42843, 0.51254, 0.61077, 2.45842, 0.54717, 0.54717, 0.60547, 0.64815
1034, 0.92631, 0.82985, 0.83126, 0.82985, 0.68701, 1.66413, 0.85352, 0.85352, 0.80641, 0.76455
1035, 0.69651, 0.65763, 0.65287, 0.65763, 0.58283, 2.35898, 0.56994, 0.56994, 0.58283, 0.66414
1036, 0.75047, 0.76938, 0.76816, 0.76938, 0.79219, 2.06542, 0.77076, 0.77076, 0.75074, 0.76208
1037, 0.50264, 0.51410, 0.52508, 0.51410, 0.51344, 1.87827, 0.49869, 0.49869, 0.50107, 0.50427
1038, 0.60697, 0.59789, 0.59364, 0.59789, 0.58373, 2.04657, 0.50440, 0.50440, 0.51369, 0.59041
1039, 0.88825, 0.82676, 0.83349, 0.82729, 0.71037, 2.43937, 0.62389, 0.62389, 0.59709, 0.68434
1040, 0.81005, 0.78202, 0.78199, 0.78202, 0.73035, 1.93537, 0.54176, 0.54176, 0.65490, 0.78516
1041, 0.89545, 0.90797, 0.91095, 0.90797, 0.88592, 1.20997, 0.78033, 0.78033, 0.82373, 0.88415
1042, 0.72840, 0.69234, 0.68903, 0.69234, 0.71682, 2.11190, 0.68643, 0.68643, 0.65673, 0.68296
1043, 0.62666, 0.56104, 0.56696, 0.56104, 0.55270, 1.72345, 0.50111, 0.50111, 0.51271, 0.52333
1044, 0.94806, 0.94410, 0.94829, 0.94410, 0.99705, 1.41075, 0.81690, 0.81690, 0.93813, 0.93579
1045, 0.92396, 0.91283, 0.91093, 0.91283, 0.87616, 1.93775, 0.93634, 0.93634, 0.90148, 0.91886
1046, 0.85681, 0.81799, 0.80932, 0.81799, 0.78578, 1.46485, 0.74021, 0.74021, 0.71840, 0.78728
1047, 1.22205, 1.19178, 1.18519, 1.19267, 1.10955, 2.00287, 1.02414, 1.02414, 1.16700, 1.13481
1048, 0.61066, 0.52124, 0.51743, 0.52059, 0.48720, 1.68697, 0.46708, 0.46708, 0.42690, 0.51050
1049, 0.85530, 0.76749, 0.77081, 0.75929, 0.79720, 1.46649, 0.67547, 0.67547, 0.68553, 0.66794
1050, 0.75063, 0.73391, 0.73891, 0.73391, 0.77118, 1.40372, 0.70135, 0.70135, 0.73705, 0.70640
1051, 0.68016, 0.68276, 0.67518, 0.68276, 0.59568, 2.12353, 0.53225, 0.53225, 0.55123, 0.60749
1052, 0.60865, 0.60059, 0.61855, 0.60167, 0.50795, 1.96251, 0.45925, 0.45925, 0.46995, 0.46957
1053, 0.56971, 0.56498, 0.56205, 0.56498, 0.52943, 1.73883, 0.51318, 0.51318, 0.52013, 0.53466
1054, 0.82230, 0.67727, 0.75874, 0.73593, 0.69066, 2.87862, 0.63859, 0.63859, 0.61570, 0.79657
1055, 0.63474, 0.65862, 0.65316, 0.65862, 0.61063, 2.25075, 0.59542, 0.59542, 0.58352, 0.63462
1056, 0.74928, 0.74262, 0.74055, 0.74262, 0.76356, 1.89672, 0.74781, 0.74781, 0.75259, 0.74267
1057, 0.87938, 0.89054, 0.88329, 0.89054, 0.68052, 1.42096, 0.64438, 0.64438, 0.65006, 0.80864
1058, 0.68171, 0.68032, 0.68908, 0.68310, 0.69475, 2.52128, 0.52449, 0.52449, 0.59832, 0.66491
1059, 0.82219, 0.87199, 0.88352, 0.87728, 0.95900, 1.31402, 0.99258, 0.99258, 0.96273, 0.94625
1060, 0.95817, 0.90008, 0.89062, 0.90008, 0.95014, 1.92645, 0.88427, 0.88427, 0.83066, 0.88560
1061, 0.77005, 0.75756, 0.75673, 0.75756, 0.65959, 1.59068, 0.56253, 0.56253, 0.57993, 0.66591
1062, 0.94612, 0.93661, 0.94284, 0.93661, 0.90165, 1.03957, 0.86921, 0.86921, 0.92555, 1.02709
1063, 1.01649, 0.98548, 0.98772, 0.98669, 0.88450, 1.46433, 0.89705, 0.89705, 0.89582, 0.93032
