uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
182, 0.00686, 0.00796, 0.00774, 0.00840, 0.00840, 0.01860, 0.02427, 0.02427, 0.02537, 0.01334
183, 0.01553, 0.01971, 0.01661, 0.01853, 0.02638, 0.06507, 0.02710, 0.02710, 0.03836, 0.02442
184, 0.02845, 0.02922, 0.02924, 0.02922, 0.05238, 0.09929, 0.05513, 0.05513, 0.06221, 0.04020
185, 0.01680, 0.02921, 0.02489, 0.03028, 0.01929, 0.05722, 0.19182, 0.19182, 0.12785, 0.02744
186, 0.03765, 0.04058, 0.04230, 0.04058, 0.02929, 0.04392, 0.07192, 0.07192, 0.07192, 0.05289
187, 0.00103, 0.00174, 0.00158, 0.00162, 0.00239, 0.00474, 0.00151, 0.00151, 0.00224, 0.00147
188, 0.06354, 0.06511, 0.06604, 0.06511, 0.05359, 0.11491, 0.08205, 0.08205, 0.07955, 0.07310
189, 0.02781, 0.02685, 0.02688, 0.02685, 0.03998, 0.09663, 0.04651, 0.04651, 0.03397, 0.02977
190, 0.00621, 0.00713, 0.00591, 0.00703, 0.00916, 0.02295, 0.01024, 0.01024, 0.05032, 0.00785
191, 0.02161, 0.02282, 0.02250, 0.02282, 0.03995, 0.19934, 0.05567, 0.05567, 0.04143, 0.03513
192, 0.02219, 0.02169, 0.02056, 0.02169, 0.03334, 0.05911, 0.04032, 0.04032, 0.03823, 0.02235
193, 0.03696, 0.03818, 0.03783, 0.03818, 0.06904, 0.10148, 0.08053, 0.08053, 0.06184, 0.04969
194, 0.05130, 0.05130, 0.05239, 0.05130, 0.09029, 0.12013, 0.07740, 0.07740, 0.06841, 0.06168
195, 0.02229, 0.02312, 0.02363, 0.02312, 0.03490, 0.10847, 0.03178, 0.03178, 0.03996, 0.02539
196, 0.05288, 0.05268, 0.05373, 0.05268, 0.06512, 0.12738, 0.06999, 0.06999, 0.06851, 0.05942
197, 0.00330, 0.00556, 0.00484, 0.00546, 0.00351, 0.01997, 0.00504, 0.00504, 0.01470, 0.00428
198, 0.04030, 0.04142, 0.04114, 0.04142, 0.05627, 0.13287, 0.04410, 0.04410, 0.04551, 0.04626
199, 0.00739, 0.00710, 0.00712, 0.00710, 0.01234, 0.09416, 0.02528, 0.02528, 0.01291, 0.01112
200, 0.01870, 0.02127, 0.02112, 0.02127, 0.01403, 0.08788, 0.02801, 0.02801, 0.04153, 0.02330
201, 0.04664, 0.04730, 0.04652, 0.04730, 0.05386, 0.12142, 0.07638, 0.07638, 0.06634, 0.05234
202, 0.02458, 0.02612, 0.02672, 0.02612, 0.05929, 0.10806, 0.05414, 0.05414, 0.03426, 0.02697
203, 0.02634, 0.02445, 0.02522, 0.02445, 0.04034, 0.07283, 0.02754, 0.02754, 0.04329, 0.02309
204, 0.04343, 0.04313, 0.04377, 0.04313, 0.05715, 0.14231, 0.05193, 0.05193, 0.05807, 0.05088
205, 0.00203, 0.00212, 0.00189, 0.00172, 0.00376, 0.01131, 0.00182, 0.00182, 0.00225, 0.00192
206, 0.01775, 0.01904, 0.01899, 0.01904, 0.03210, 0.06932, 0.04698, 0.04698, 0.04215, 0.02094
207, 0.02083, 0.02247, 0.02205, 0.02247, 0.03801, 0.07454, 0.04088, 0.04088, 0.04744, 0.02283
208, 0.01466, 0.01888, 0.02025, 0.01907, 0.01237, 0.13109, 0.02865, 0.02865, 0.01777, 0.01387
209, 0.01557, 0.01689, 0.01627, 0.01688, 0.01919, 0.05168, 0.04221, 0.04221, 0.05199, 0.01474
210, 0.03700, 0.04150, 0.04056, 0.04150, 0.06993, 0.07573, 0.07374, 0.07374, 0.10489, 0.05930
211, 0.03121, 0.02948, 0.02974, 0.02948, 0.05132, 0.07468, 0.06225, 0.06225, 0.04965, 0.03150
212, 0.05500, 0.05384, 0.05432, 0.05384, 0.05584, 0.10589, 0.09004, 0.09004, 0.09762, 0.05486
213, 0.02949, 0.02886, 0.02873, 0.02886, 0.04799, 0.07314, 0.03831, 0.03831, 0.04480, 0.03646
214, 0.03667, 0.03803, 0.03807, 0.03803, 0.05988, 0.12907, 0.05239, 0.05239, 0.04888, 0.04453
215, 0.01203, 0.01283, 0.01313, 0.01326, 0.00692, 0.05144, 0.04375, 0.04375, 0.05202, 0.00915
216, 0.04895, 0.04975, 0.05046, 0.04975, 0.06190, 0.13937, 0.06666, 0.06666, 0.05935, 0.05845
217, 0.03034, 0.03075, 0.03037, 0.03075, 0.05564, 0.12541, 0.05799, 0.05799, 0.04281, 0.03350
218, 0.00235, 0.00251, 0.00266, 0.00253, 0.00245, 0.00700, 0.00284, 0.00284, 0.00540, 0.00261
219, 0.00799, 0.00761, 0.00755, 0.00755, 0.00906, 0.02482, 0.00717, 0.00717, 0.00748, 0.00800
220, 0.01563, 0.01480, 0.01165, 0.01356, 0.00972, 0.12379, 0.01260, 0.01260, 0.01373, 0.01943
