sample_number, space_size, shape, density, rpu, rpi, gini_u, gini_i, pop_avg, pop_std, pop_skew, pop_kurtosis, long_tail_avg, long_tail_std, long_tail_skew, long_tail_kurtosis, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
185, 499476, 0.2063, 0.0592, 92.1028, 19.0006, 0.4663, 0.6315, 0.2005, 0.0440, 0.0182, -0.3892, 0.1513, 0.1064, 1.2572, 2.4084, 0.0495, 0.0545, 0.0538, 0.0545, 0.0369, 0.2179, 0.1046, 0.1046, 0.1163, 0.0660
186, 211275, 4.1733, 0.0626, 14.0884, 58.7956, 0.4740, 0.6173, 0.1990, 0.0632, 0.7119, 1.1964, 0.1647, 0.1589, 1.3603, 3.5411, 0.1730, 0.1892, 0.1779, 0.1829, 0.1538, 0.3706, 0.2516, 0.2516, 0.2797, 0.2021
187, 175764, 0.8565, 0.0635, 28.7474, 24.6225, 0.4572, 0.6401, 0.2174, 0.0588, 0.5514, 0.1843, 0.1742, 0.1296, 1.2344, 3.8157, 0.0970, 0.1004, 0.1021, 0.1016, 0.1078, 0.3278, 0.1655, 0.1655, 0.2263, 0.1333
188, 121440, 1.8972, 0.0587, 14.8479, 28.1700, 0.5043, 0.6212, 0.1905, 0.0705, 1.3632, 5.2911, 0.1635, 0.1777, 1.6192, 3.7643, 0.1673, 0.1760, 0.1749, 0.1755, 0.1474, 0.3636, 0.2318, 0.2318, 0.2677, 0.2035
189, 256680, 1.8548, 0.0553, 20.5652, 38.1452, 0.4738, 0.6432, 0.1859, 0.0501, 0.7495, 2.0613, 0.1559, 0.1378, 1.0972, 2.3908, 0.1244, 0.1300, 0.1293, 0.1302, 0.1183, 0.3298, 0.2048, 0.2048, 0.2373, 0.1600
190, 316953, 2.5726, 0.0609, 21.3920, 55.0342, 0.4857, 0.6294, 0.2029, 0.0641, 1.0557, 3.1557, 0.1654, 0.1456, 1.0980, 2.3954, 0.1418, 0.1549, 0.1450, 0.1493, 0.1409, 0.3479, 0.1979, 0.1979, 0.2409, 0.1782
191, 181969, 2.2721, 0.0588, 16.6485, 37.8269, 0.4632, 0.6636, 0.2258, 0.0712, 0.7810, 1.1947, 0.1519, 0.1508, 0.9685, 0.5798, 0.1753, 0.1844, 0.1820, 0.1827, 0.1483, 0.3821, 0.2252, 0.2252, 0.2634, 0.1995
192, 346472, 0.2993, 0.0595, 64.0311, 19.1617, 0.4621, 0.6464, 0.1975, 0.0434, 0.5508, 0.2124, 0.1643, 0.1011, 0.6968, 1.0193, 0.0427, 0.0440, 0.0438, 0.0440, 0.0544, 0.2422, 0.1106, 0.1106, 0.1541, 0.0715
193, 172142, 0.0865, 0.0629, 88.7869, 7.6768, 0.4636, 0.6423, 0.2029, 0.0467, 0.3320, 0.3393, 0.1637, 0.1142, 1.3543, 2.7502, 0.0328, 0.0327, 0.0328, 0.0327, 0.0219, 0.2129, 0.1120, 0.1120, 0.1209, 0.0657
194, 586305, 0.7096, 0.0634, 57.6465, 40.9043, 0.4731, 0.6252, 0.2003, 0.0458, 0.5835, 0.6829, 0.1669, 0.1072, 0.8280, 1.3142, 0.0626, 0.0673, 0.0664, 0.0665, 0.0741, 0.2581, 0.1155, 0.1155, 0.1491, 0.0837
195, 312832, 0.8380, 0.0626, 38.2305, 32.0360, 0.4727, 0.6292, 0.1972, 0.0466, 0.4912, 0.4918, 0.1596, 0.1181, 0.9166, 1.3595, 0.0789, 0.0853, 0.0855, 0.0847, 0.0898, 0.2884, 0.1478, 0.1478, 0.1828, 0.1157
196, 949076, 0.7102, 0.0636, 73.5505, 52.2362, 0.4726, 0.6221, 0.1996, 0.0436, 0.2518, -0.1438, 0.1655, 0.1050, 0.9715, 1.7258, 0.0438, 0.0449, 0.0453, 0.0446, 0.0623, 0.2357, 0.0954, 0.0954, 0.1230, 0.0627
197, 453582, 0.2534, 0.0636, 85.1298, 21.5688, 0.4797, 0.6334, 0.2070, 0.0440, 0.2432, -0.1076, 0.1653, 0.1037, 0.8785, 1.2295, 0.0457, 0.0499, 0.0510, 0.0499, 0.0463, 0.2271, 0.1187, 0.1187, 0.1470, 0.0807
198, 395660, 0.3367, 0.0636, 68.9699, 23.2232, 0.4917, 0.6304, 0.2088, 0.0483, 0.3349, -0.2051, 0.1603, 0.1069, 0.9849, 1.6009, 0.0669, 0.0688, 0.0677, 0.0688, 0.0556, 0.2519, 0.1238, 0.1238, 0.1482, 0.0873
199, 80224, 2.3696, 0.0642, 11.8096, 27.9837, 0.4506, 0.6513, 0.2106, 0.0758, 0.8982, 2.3508, 0.1750, 0.1720, 1.1740, 1.7967, 0.2225, 0.2259, 0.2246, 0.2250, 0.2009, 0.3922, 0.2657, 0.2657, 0.2902, 0.2665
200, 1282896, 0.6398, 0.0619, 87.6369, 56.0727, 0.4711, 0.6320, 0.1994, 0.0426, 0.2321, 0.0001, 0.1657, 0.1073, 1.0416, 1.8175, 0.0363, 0.0408, 0.0408, 0.0408, 0.0590, 0.2245, 0.0937, 0.0937, 0.1221, 0.0535
201, 102339, 1.6506, 0.0710, 17.6861, 29.1928, 0.4736, 0.6262, 0.2247, 0.0635, 0.7818, 2.2051, 0.1390, 0.1437, 1.5090, 5.1551, 0.2012, 0.2138, 0.2117, 0.2152, 0.1611, 0.3744, 0.2315, 0.2315, 0.2952, 0.2300
202, 691927, 0.4581, 0.0629, 77.3144, 35.4174, 0.4799, 0.6172, 0.1975, 0.0445, 0.3287, 0.3138, 0.1578, 0.1088, 1.1647, 2.0215, 0.0506, 0.0536, 0.0539, 0.0536, 0.0573, 0.2330, 0.1052, 0.1052, 0.1333, 0.0658
203, 70905, 0.2965, 0.0608, 29.7172, 8.8119, 0.4445, 0.6685, 0.2163, 0.0485, 0.0111, -0.5661, 0.1650, 0.1213, 0.8333, 0.8241, 0.1172, 0.1126, 0.1126, 0.1126, 0.1015, 0.3322, 0.1653, 0.1653, 0.2265, 0.1425
204, 203680, 1.4105, 0.0626, 23.8022, 33.5737, 0.4842, 0.6351, 0.2086, 0.0595, 0.7553, 1.8583, 0.1568, 0.1352, 1.1457, 2.9903, 0.1123, 0.1189, 0.1165, 0.1176, 0.1181, 0.3394, 0.1912, 0.1912, 0.2326, 0.1509
205, 704382, 0.2674, 0.0602, 97.6613, 26.1152, 0.4746, 0.6355, 0.2000, 0.0430, 0.1809, -0.2540, 0.1596, 0.1005, 0.9663, 1.3956, 0.0301, 0.0318, 0.0323, 0.0318, 0.0427, 0.2138, 0.0927, 0.0927, 0.1140, 0.0515
206, 199178, 0.4135, 0.0594, 41.2265, 17.0490, 0.4595, 0.6654, 0.2036, 0.0499, 0.2257, 0.4821, 0.1650, 0.1187, 0.9135, 1.3597, 0.0934, 0.1002, 0.1005, 0.0999, 0.0797, 0.2901, 0.1645, 0.1645, 0.1927, 0.1221
207, 176220, 0.0989, 0.0635, 84.8333, 8.3880, 0.4528, 0.6635, 0.2226, 0.0493, 0.1024, 0.1512, 0.1632, 0.1148, 1.5361, 4.0861, 0.0473, 0.0526, 0.0519, 0.0526, 0.0260, 0.2381, 0.1312, 0.1312, 0.1390, 0.0831
208, 962688, 0.5627, 0.0640, 83.6793, 47.0856, 0.4755, 0.6312, 0.2061, 0.0448, 0.3093, 0.0456, 0.1612, 0.1047, 1.0928, 2.4868, 0.0377, 0.0384, 0.0388, 0.0380, 0.0662, 0.2359, 0.0945, 0.0945, 0.1287, 0.0552
209, 122626, 0.1443, 0.0669, 61.6466, 8.8926, 0.4718, 0.6514, 0.2198, 0.0474, 0.1619, -0.1850, 0.1686, 0.1178, 1.1844, 2.4337, 0.0653, 0.0688, 0.0690, 0.0688, 0.0634, 0.2572, 0.1527, 0.1527, 0.1651, 0.1023
210, 811734, 0.3579, 0.0626, 94.2542, 33.7337, 0.4719, 0.6373, 0.2021, 0.0411, 0.2859, -0.2396, 0.1687, 0.0996, 0.7345, 0.4886, 0.0306, 0.0321, 0.0324, 0.0321, 0.0456, 0.2182, 0.0879, 0.0879, 0.1198, 0.0529
211, 1028176, 0.4986, 0.0630, 90.5084, 45.1281, 0.4747, 0.6299, 0.2057, 0.0453, 0.2832, -0.1090, 0.1633, 0.1050, 0.9281, 1.3473, 0.0418, 0.0442, 0.0448, 0.0443, 0.0569, 0.2275, 0.0937, 0.0937, 0.1302, 0.0547
212, 229240, 0.2111, 0.0629, 65.5455, 13.8388, 0.4829, 0.6298, 0.2001, 0.0445, 0.4517, 0.0287, 0.1560, 0.1044, 0.9087, 1.5996, 0.0473, 0.0481, 0.0489, 0.0481, 0.0417, 0.2379, 0.1161, 0.1161, 0.1410, 0.0735
213, 858299, 0.4787, 0.0611, 81.8190, 39.1680, 0.4685, 0.6350, 0.2012, 0.0452, 0.2393, 0.2651, 0.1596, 0.1057, 1.1913, 2.5050, 0.0380, 0.0398, 0.0405, 0.0397, 0.0582, 0.2358, 0.1026, 0.1026, 0.1240, 0.0632
214, 298350, 0.4129, 0.0628, 53.3846, 22.0447, 0.4696, 0.6325, 0.2044, 0.0485, 0.4376, 0.1521, 0.1617, 0.1059, 0.6884, 0.4066, 0.0613, 0.0646, 0.0648, 0.0646, 0.0713, 0.2665, 0.1428, 0.1428, 0.1914, 0.0937
215, 58636, 0.1953, 0.0614, 33.6262, 6.5657, 0.4818, 0.6403, 0.1954, 0.0401, 0.0288, 0.1156, 0.1625, 0.1194, 1.0135, 1.4386, 0.1173, 0.1197, 0.1197, 0.1197, 0.0810, 0.3037, 0.1792, 0.1792, 0.2177, 0.1483
216, 517060, 0.5129, 0.0623, 62.5670, 32.0936, 0.4728, 0.6270, 0.1976, 0.0452, 0.2502, -0.0076, 0.1595, 0.1130, 1.1751, 2.2183, 0.0585, 0.0635, 0.0638, 0.0633, 0.0658, 0.2540, 0.1210, 0.1210, 0.1487, 0.0761
217, 463640, 0.6197, 0.0559, 48.3321, 29.9491, 0.5044, 0.6274, 0.1760, 0.0396, 0.4641, 1.3172, 0.1739, 0.1256, 1.2439, 2.5591, 0.0712, 0.0796, 0.0788, 0.0789, 0.0662, 0.2542, 0.1369, 0.1369, 0.1595, 0.1003
218, 204672, 0.0801, 0.0591, 94.4219, 7.5585, 0.4854, 0.6515, 0.2053, 0.0435, 0.3638, -0.1539, 0.1572, 0.1048, 0.9373, 1.0287, 0.0268, 0.0276, 0.0277, 0.0276, 0.0254, 0.2326, 0.1095, 0.1095, 0.1513, 0.0614
219, 339624, 0.1323, 0.0617, 98.7689, 13.0705, 0.4583, 0.6498, 0.2061, 0.0397, 0.3214, 0.0106, 0.1642, 0.0953, 0.7327, 0.5169, 0.0272, 0.0267, 0.0265, 0.0267, 0.0303, 0.2141, 0.0966, 0.0966, 0.1111, 0.0580
220, 1037051, 0.7828, 0.0622, 71.5594, 56.0165, 0.4748, 0.6292, 0.2001, 0.0462, 0.4589, 0.3417, 0.1681, 0.1111, 1.0460, 1.9118, 0.0499, 0.0532, 0.0523, 0.0530, 0.0691, 0.2425, 0.1069, 0.1069, 0.1428, 0.0686
221, 1087200, 0.7550, 0.0599, 71.8764, 54.2667, 0.4748, 0.6333, 0.1948, 0.0410, 0.2247, -0.1098, 0.1604, 0.1044, 0.9496, 1.7027, 0.0512, 0.0534, 0.0540, 0.0532, 0.0684, 0.2352, 0.1054, 0.1054, 0.1362, 0.0683
222, 359410, 1.1219, 0.0615, 34.7937, 39.0353, 0.4857, 0.6212, 0.1855, 0.0465, 0.5422, 1.1295, 0.1690, 0.1285, 1.0727, 1.7970, 0.0816, 0.0877, 0.0852, 0.0892, 0.0912, 0.2955, 0.1413, 0.1413, 0.1642, 0.1044
223, 124030, 5.0318, 0.0763, 11.9861, 60.3121, 0.4579, 0.6229, 0.2406, 0.0759, 0.6895, 1.0127, 0.1461, 0.1446, 0.7932, 0.7692, 0.2357, 0.2502, 0.2437, 0.2467, 0.2057, 0.4173, 0.2756, 0.2756, 0.3064, 0.2612
224, 64192, 1.1525, 0.0655, 15.4632, 17.8220, 0.4869, 0.6250, 0.1838, 0.0515, -0.0205, 1.6811, 0.1620, 0.1631, 1.2185, 2.5241, 0.1801, 0.1846, 0.1845, 0.1846, 0.1592, 0.3650, 0.2295, 0.2295, 0.2943, 0.2144
225, 129850, 1.8491, 0.0639, 16.9224, 31.2906, 0.5001, 0.6158, 0.1912, 0.0547, 1.0699, 4.0305, 0.1670, 0.1616, 0.9453, 0.5306, 0.1685, 0.1781, 0.1774, 0.1791, 0.1483, 0.3636, 0.2353, 0.2353, 0.2556, 0.2000
226, 64974, 0.7517, 0.0641, 18.8552, 14.1735, 0.4475, 0.6422, 0.2295, 0.0765, 0.9684, 1.3703, 0.1655, 0.1468, 0.8952, 0.8874, 0.1573, 0.1679, 0.1677, 0.1685, 0.1495, 0.3768, 0.2099, 0.2099, 0.2873, 0.2036
227, 638320, 0.3995, 0.0624, 78.8436, 31.5000, 0.4606, 0.6387, 0.2022, 0.0444, 0.3110, -0.1146, 0.1684, 0.1046, 0.7655, 0.7415, 0.0447, 0.0479, 0.0477, 0.0477, 0.0552, 0.2295, 0.1048, 0.1048, 0.1429, 0.0657
228, 365019, 0.5136, 0.0603, 50.8499, 26.1186, 0.4731, 0.6321, 0.1909, 0.0408, 0.2482, 0.0270, 0.1669, 0.1143, 0.8882, 0.9398, 0.0674, 0.0761, 0.0771, 0.0761, 0.0742, 0.2657, 0.1615, 0.1615, 0.1671, 0.1006
229, 375440, 0.1801, 0.0613, 88.5731, 15.9481, 0.4776, 0.6335, 0.1981, 0.0439, 0.3209, -0.1001, 0.1595, 0.0996, 0.8595, 1.2514, 0.0318, 0.0381, 0.0381, 0.0381, 0.0429, 0.2143, 0.0991, 0.0991, 0.1223, 0.0621
230, 690716, 0.7464, 0.0620, 59.6476, 44.5187, 0.4778, 0.6342, 0.1968, 0.0451, 0.4174, 0.4362, 0.1663, 0.1111, 0.8969, 1.4046, 0.0588, 0.0633, 0.0623, 0.0621, 0.0743, 0.2525, 0.1230, 0.1230, 0.1585, 0.0732
231, 231840, 0.1460, 0.0669, 84.3370, 12.3159, 0.4305, 0.6529, 0.2196, 0.0453, 0.1002, -0.0101, 0.1697, 0.1032, 1.0639, 1.9725, 0.0473, 0.0500, 0.0501, 0.0500, 0.0395, 0.2341, 0.1140, 0.1140, 0.1339, 0.0852
232, 89241, 0.4349, 0.0652, 29.5533, 12.8521, 0.4883, 0.6347, 0.2119, 0.0523, 0.5845, 0.6664, 0.1556, 0.1205, 0.5721, -0.2595, 0.1211, 0.1219, 0.1220, 0.1219, 0.0964, 0.3189, 0.1838, 0.1838, 0.2122, 0.1410
233, 456816, 0.5385, 0.0586, 53.9516, 29.0554, 0.4765, 0.6363, 0.1928, 0.0455, 0.4726, 0.1939, 0.1677, 0.1164, 1.0427, 1.7909, 0.0681, 0.0718, 0.0714, 0.0717, 0.0719, 0.2631, 0.1276, 0.1276, 0.1616, 0.0917
234, 1082445, 0.7735, 0.0624, 73.8765, 57.1403, 0.4764, 0.6280, 0.2015, 0.0463, 0.3259, -0.0248, 0.1697, 0.1126, 1.0034, 1.6439, 0.0455, 0.0505, 0.0495, 0.0496, 0.0662, 0.2347, 0.1138, 0.1138, 0.1403, 0.0716
235, 171140, 3.7023, 0.0571, 12.2864, 45.4884, 0.4984, 0.6203, 0.1954, 0.0797, 1.0565, 2.2104, 0.1555, 0.1724, 1.5324, 3.7548, 0.1952, 0.2036, 0.1964, 0.2026, 0.1675, 0.3860, 0.2569, 0.2569, 0.2776, 0.2276
236, 265644, 0.3712, 0.0648, 54.7866, 20.3345, 0.4660, 0.6209, 0.2056, 0.0470, 0.4722, 0.4491, 0.1664, 0.1087, 0.9652, 2.1143, 0.0677, 0.0714, 0.0719, 0.0714, 0.0655, 0.2674, 0.1380, 0.1380, 0.1614, 0.0957
237, 664961, 0.6771, 0.0622, 61.6796, 41.7629, 0.4785, 0.6311, 0.2019, 0.0454, 0.4705, 0.5586, 0.1605, 0.1085, 0.9652, 1.6485, 0.0507, 0.0534, 0.0523, 0.0535, 0.0727, 0.2522, 0.1119, 0.1119, 0.1496, 0.0759
238, 627008, 0.9604, 0.0603, 48.7113, 46.7822, 0.4758, 0.6421, 0.1998, 0.0475, 0.5888, 0.6311, 0.1662, 0.1130, 0.7527, 0.8506, 0.0649, 0.0729, 0.0711, 0.0714, 0.0927, 0.2694, 0.1286, 0.1286, 0.1650, 0.0936
239, 1129257, 0.5853, 0.0639, 88.6999, 51.9172, 0.4726, 0.6295, 0.2056, 0.0446, 0.2755, 0.0982, 0.1675, 0.1096, 1.2186, 2.5551, 0.0436, 0.0477, 0.0485, 0.0479, 0.0634, 0.2304, 0.1010, 0.1010, 0.1370, 0.0607
240, 99360, 0.4696, 0.0660, 30.3611, 14.2565, 0.4706, 0.6554, 0.2069, 0.0494, 0.1704, 0.0939, 0.1761, 0.1269, 0.8545, 0.9577, 0.1249, 0.1285, 0.1291, 0.1285, 0.1045, 0.2974, 0.1902, 0.1902, 0.2485, 0.1600
241, 828234, 0.3227, 0.0650, 104.0948, 33.5936, 0.4789, 0.6204, 0.2015, 0.0423, 0.2728, 0.0814, 0.1609, 0.1026, 1.0707, 2.0031, 0.0401, 0.0404, 0.0411, 0.0402, 0.0509, 0.2052, 0.0902, 0.0902, 0.1039, 0.0594
242, 50065, 2.0839, 0.0723, 11.2105, 23.3613, 0.4484, 0.6585, 0.2400, 0.0771, 0.1760, 1.1686, 0.1654, 0.1804, 1.5777, 3.7375, 0.2535, 0.2572, 0.2568, 0.2575, 0.2257, 0.4250, 0.3175, 0.3175, 0.3399, 0.2956
243, 652846, 0.3088, 0.0654, 95.0980, 29.3666, 0.4692, 0.6292, 0.2066, 0.0432, 0.3669, -0.2090, 0.1647, 0.0984, 0.6503, 0.1647, 0.0337, 0.0353, 0.0366, 0.0354, 0.0470, 0.2123, 0.0962, 0.0962, 0.1210, 0.0504
244, 199160, 2.9462, 0.0662, 17.2154, 50.7192, 0.4883, 0.6376, 0.1991, 0.0543, 0.2752, 1.9866, 0.1694, 0.1540, 1.1806, 2.7374, 0.1579, 0.1662, 0.1645, 0.1638, 0.1603, 0.3578, 0.2396, 0.2396, 0.2659, 0.1894
245, 228144, 1.5155, 0.0642, 24.9099, 37.7500, 0.4519, 0.6557, 0.2347, 0.0680, 0.6440, 0.3221, 0.1651, 0.1306, 0.8359, 0.7110, 0.1247, 0.1313, 0.1294, 0.1301, 0.1382, 0.3617, 0.1938, 0.1938, 0.2608, 0.1603
246, 254255, 0.1751, 0.0671, 80.9052, 14.1668, 0.4766, 0.6401, 0.2214, 0.0506, 0.1421, -0.6772, 0.1525, 0.1078, 0.7925, 0.2390, 0.0548, 0.0584, 0.0594, 0.0584, 0.0490, 0.2398, 0.1247, 0.1247, 0.1657, 0.0809
247, 669732, 0.7612, 0.0594, 55.7087, 42.4051, 0.4714, 0.6458, 0.2052, 0.0497, 0.4340, -0.1278, 0.1595, 0.1098, 0.8215, 0.8315, 0.0484, 0.0531, 0.0526, 0.0528, 0.0672, 0.2623, 0.1124, 0.1124, 0.1584, 0.0703
248, 1363072, 0.6291, 0.0635, 93.4946, 58.8152, 0.4740, 0.6264, 0.2005, 0.0432, 0.3004, 0.0354, 0.1649, 0.1047, 0.9965, 1.6055, 0.0420, 0.0488, 0.0488, 0.0484, 0.0631, 0.2204, 0.0986, 0.0986, 0.1242, 0.0558
249, 484380, 0.2457, 0.0626, 87.8232, 21.5805, 0.4651, 0.6383, 0.1958, 0.0388, 0.1502, -0.0703, 0.1740, 0.1023, 1.0822, 2.2491, 0.0459, 0.0484, 0.0481, 0.0484, 0.0394, 0.2162, 0.1066, 0.1066, 0.1312, 0.0654
250, 940742, 0.4786, 0.0650, 91.1803, 43.6391, 0.4674, 0.6279, 0.2022, 0.0415, 0.2674, 0.0207, 0.1674, 0.1043, 0.8981, 1.3869, 0.0374, 0.0389, 0.0391, 0.0390, 0.0553, 0.2278, 0.0941, 0.0941, 0.1275, 0.0550
251, 991539, 0.7133, 0.0650, 76.6005, 54.6404, 0.4668, 0.6300, 0.2097, 0.0447, 0.2387, -0.0695, 0.1642, 0.1029, 1.0016, 1.7488, 0.0535, 0.0558, 0.0565, 0.0552, 0.0711, 0.2394, 0.1079, 0.1079, 0.1430, 0.0705
252, 1395640, 0.6372, 0.0623, 92.2174, 58.7574, 0.4716, 0.6304, 0.2038, 0.0446, 0.2485, -0.1254, 0.1617, 0.1027, 1.0488, 1.8883, 0.0410, 0.0421, 0.0425, 0.0420, 0.0647, 0.2271, 0.0981, 0.0981, 0.1248, 0.0551
253, 264480, 3.1448, 0.0686, 19.8958, 62.5690, 0.4832, 0.6343, 0.2226, 0.0639, 0.7504, 1.9800, 0.1591, 0.1467, 0.9978, 1.5245, 0.1751, 0.1812, 0.1771, 0.1795, 0.1687, 0.3599, 0.2277, 0.2277, 0.2807, 0.2036
254, 652032, 0.9046, 0.0677, 57.4388, 51.9588, 0.4646, 0.6252, 0.2155, 0.0467, 0.1062, -0.2993, 0.1552, 0.1034, 0.7605, 0.9460, 0.0673, 0.0750, 0.0744, 0.0741, 0.0844, 0.2714, 0.1230, 0.1230, 0.1615, 0.0870
255, 286342, 0.1144, 0.0603, 95.4475, 10.9204, 0.4462, 0.6234, 0.1908, 0.0429, 0.3147, -0.0572, 0.1544, 0.1021, 0.9819, 1.4965, 0.0289, 0.0291, 0.0292, 0.0291, 0.0237, 0.2027, 0.1023, 0.1023, 0.1349, 0.0654
256, 339735, 0.3710, 0.0607, 58.0479, 21.5329, 0.4858, 0.6236, 0.1817, 0.0411, 0.3624, 0.0719, 0.1677, 0.1146, 0.7373, 0.4779, 0.0480, 0.0508, 0.0503, 0.0507, 0.0465, 0.2258, 0.1019, 0.1019, 0.1309, 0.0777
257, 480151, 0.1715, 0.0649, 108.6272, 18.6348, 0.4662, 0.6318, 0.2086, 0.0457, 0.3869, 0.2487, 0.1635, 0.1014, 1.1307, 2.9236, 0.0308, 0.0323, 0.0329, 0.0323, 0.0340, 0.2109, 0.0923, 0.0923, 0.1164, 0.0534
258, 1160964, 0.4391, 0.0638, 103.6891, 45.5314, 0.4777, 0.6242, 0.1984, 0.0399, 0.1864, -0.0275, 0.1607, 0.1032, 1.0165, 1.8250, 0.0412, 0.0433, 0.0444, 0.0432, 0.0564, 0.2132, 0.0924, 0.0924, 0.1235, 0.0486
259, 441456, 0.6630, 0.0638, 52.0203, 34.4890, 0.4563, 0.6375, 0.1970, 0.0392, 0.4583, 0.2738, 0.1662, 0.1067, 0.6467, 0.4216, 0.0638, 0.0657, 0.0643, 0.0651, 0.0718, 0.2573, 0.1167, 0.1167, 0.1437, 0.0838
260, 678087, 0.4158, 0.0638, 81.4878, 33.8841, 0.4903, 0.6281, 0.1991, 0.0433, 0.3654, 0.2332, 0.1608, 0.1067, 1.0852, 1.9864, 0.0454, 0.0477, 0.0476, 0.0476, 0.0587, 0.2234, 0.1071, 0.1071, 0.1308, 0.0665
261, 1345515, 0.4912, 0.0640, 105.8549, 52.0000, 0.4743, 0.6279, 0.2039, 0.0432, 0.1648, -0.1064, 0.1641, 0.1053, 1.1225, 2.1035, 0.0365, 0.0375, 0.0390, 0.0375, 0.0564, 0.2138, 0.0913, 0.0913, 0.1228, 0.0529
262, 953810, 0.5960, 0.0629, 79.5172, 47.3960, 0.4728, 0.6317, 0.2075, 0.0464, 0.2619, -0.1162, 0.1598, 0.1035, 0.9551, 1.5190, 0.0480, 0.0536, 0.0539, 0.0537, 0.0650, 0.2413, 0.1131, 0.1131, 0.1407, 0.0657
263, 971112, 0.9118, 0.0624, 64.4017, 58.7229, 0.4673, 0.6335, 0.2031, 0.0451, 0.3350, 0.1615, 0.1653, 0.1083, 0.9900, 1.6041, 0.0540, 0.0606, 0.0600, 0.0603, 0.0739, 0.2567, 0.1097, 0.1097, 0.1452, 0.0745
264, 118236, 1.0599, 0.0628, 20.9718, 22.2275, 0.4772, 0.6307, 0.2097, 0.0621, 0.6392, 1.4472, 0.1505, 0.1420, 0.9005, 0.7456, 0.1218, 0.1278, 0.1290, 0.1282, 0.1178, 0.3455, 0.1655, 0.1655, 0.2243, 0.1504
265, 111650, 1.4764, 0.0673, 18.5148, 27.3345, 0.4902, 0.6324, 0.2312, 0.0755, 0.6597, 0.8662, 0.1628, 0.1550, 1.5913, 4.7474, 0.1504, 0.1554, 0.1552, 0.1550, 0.1462, 0.3714, 0.2200, 0.2200, 0.2766, 0.1902
266, 901626, 0.5734, 0.0619, 77.6175, 44.5032, 0.4595, 0.6343, 0.2036, 0.0437, 0.2640, -0.1148, 0.1631, 0.1051, 1.0364, 2.1795, 0.0428, 0.0485, 0.0489, 0.0483, 0.0642, 0.2404, 0.1164, 0.1164, 0.1471, 0.0665
267, 83317, 0.3428, 0.0566, 27.8935, 9.5619, 0.5209, 0.6658, 0.1963, 0.0554, 0.8101, 1.6528, 0.1756, 0.1451, 0.9469, 0.6467, 0.1045, 0.1063, 0.1062, 0.1063, 0.0914, 0.2833, 0.1743, 0.1743, 0.2096, 0.1447
268, 434826, 0.2153, 0.0620, 88.0915, 18.9697, 0.4642, 0.6394, 0.1952, 0.0401, 0.2219, 0.0578, 0.1697, 0.1057, 1.1225, 2.3840, 0.0396, 0.0412, 0.0406, 0.0412, 0.0366, 0.2190, 0.0974, 0.0974, 0.1125, 0.0646
269, 636189, 0.3759, 0.0657, 85.4969, 32.1353, 0.4693, 0.6251, 0.2087, 0.0449, 0.1906, 0.2340, 0.1543, 0.1076, 1.2571, 2.5277, 0.0516, 0.0587, 0.0593, 0.0588, 0.0569, 0.2331, 0.1114, 0.1114, 0.1277, 0.0692
270, 63434, 0.4086, 0.0616, 24.2795, 9.9213, 0.4533, 0.6487, 0.1969, 0.0412, 0.4532, 0.4020, 0.1585, 0.1216, 0.4614, -0.4668, 0.1399, 0.1369, 0.1372, 0.1369, 0.1277, 0.3273, 0.2107, 0.2107, 0.2479, 0.1890
271, 226540, 0.2438, 0.0662, 63.8426, 15.5633, 0.4819, 0.6283, 0.2053, 0.0419, 0.2750, 0.3355, 0.1603, 0.1091, 0.9980, 1.3642, 0.0578, 0.0600, 0.0604, 0.0600, 0.0580, 0.2516, 0.1260, 0.1260, 0.1615, 0.0847
272, 203373, 1.3864, 0.0627, 24.0207, 33.3029, 0.4878, 0.6366, 0.2066, 0.0564, 0.4886, 0.8771, 0.1631, 0.1406, 1.1939, 2.8178, 0.1187, 0.1232, 0.1225, 0.1228, 0.1173, 0.3271, 0.1855, 0.1855, 0.2431, 0.1515
273, 510705, 1.4923, 0.0635, 37.1569, 55.4496, 0.4574, 0.6377, 0.2012, 0.0451, 0.1897, 0.6188, 0.1637, 0.1251, 1.0209, 1.5683, 0.0829, 0.0884, 0.0858, 0.0867, 0.1113, 0.3005, 0.1597, 0.1597, 0.1880, 0.1141
274, 732145, 1.1187, 0.0632, 51.1414, 57.2101, 0.4789, 0.6267, 0.2075, 0.0526, 0.5461, 0.4647, 0.1636, 0.1146, 0.9701, 1.5226, 0.0637, 0.0702, 0.0681, 0.0690, 0.0861, 0.2727, 0.1331, 0.1331, 0.1669, 0.0918
275, 177936, 1.5668, 0.0625, 21.0720, 33.0148, 0.5142, 0.6297, 0.1999, 0.0719, 1.3313, 5.5485, 0.1685, 0.1679, 1.6552, 4.3577, 0.1380, 0.1433, 0.1418, 0.1427, 0.1234, 0.3528, 0.2368, 0.2368, 0.2733, 0.1777
276, 286781, 2.4663, 0.0619, 21.0975, 52.0323, 0.4862, 0.6243, 0.1996, 0.0545, 0.6313, 1.0664, 0.1519, 0.1356, 0.9967, 1.5100, 0.1319, 0.1416, 0.1379, 0.1411, 0.1260, 0.3299, 0.1752, 0.1752, 0.2245, 0.1531
