uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
783, 0.01245, 0.01183, 0.01236, 0.01183, 0.01581, 0.15299, 0.01326, 0.01326, 0.02344, 0.01047
784, 0.00765, 0.00795, 0.00792, 0.00810, 0.01288, 0.11361, 0.00946, 0.00946, 0.01477, 0.00866
785, 0.00624, 0.00358, 0.00367, 0.00339, 0.06364, 0.05806, 0.00378, 0.00378, 0.00552, 0.00384
786, 0.01243, 0.01505, 0.01508, 0.01508, 0.01121, 0.04398, 0.04402, 0.04402, 0.04652, 0.01155
787, 0.01422, 0.01057, 0.01131, 0.01059, 0.01514, 0.09459, 0.01443, 0.01443, 0.02754, 0.00967
788, 0.00442, 0.00504, 0.00524, 0.00504, 0.00377, 0.09952, 0.00792, 0.00792, 0.01491, 0.00801
789, 0.00413, 0.00413, 0.00426, 0.00413, 0.00345, 0.01467, 0.00399, 0.00399, 0.00460, 0.00355
790, 0.01192, 0.01223, 0.01164, 0.01223, 0.01054, 0.09789, 0.01247, 0.01247, 0.01281, 0.01148
791, 0.00998, 0.00979, 0.00988, 0.00968, 0.00985, 0.07483, 0.01064, 0.01064, 0.01290, 0.00959
792, 0.00290, 0.00307, 0.00320, 0.00305, 0.00387, 0.03792, 0.00273, 0.00273, 0.00385, 0.00360
793, 0.00386, 0.00514, 0.00425, 0.00461, 0.01298, 0.11402, 0.00526, 0.00526, 0.00771, 0.00690
794, 0.00409, 0.00527, 0.00528, 0.00529, 0.01061, 0.01482, 0.00947, 0.00947, 0.01375, 0.00744
795, 0.01130, 0.01317, 0.01318, 0.01319, 0.00987, 0.04038, 0.01466, 0.01466, 0.01961, 0.00997
796, 0.00249, 0.00310, 0.00275, 0.00310, 0.00200, 0.00857, 0.00522, 0.00522, 0.00399, 0.00224
797, 0.01047, 0.01048, 0.01058, 0.01048, 0.00834, 0.17579, 0.01211, 0.01211, 0.01420, 0.01166
798, 0.01919, 0.01913, 0.01797, 0.01913, 0.02171, 0.05687, 0.03630, 0.03630, 0.04012, 0.02356
799, 0.01843, 0.02071, 0.02106, 0.02071, 0.04531, 0.23229, 0.04201, 0.04201, 0.14534, 0.02605
800, 0.01932, 0.01233, 0.01244, 0.01235, 0.00419, 0.07580, 0.02321, 0.02321, 0.04835, 0.01058
801, 0.00631, 0.00724, 0.00729, 0.00724, 0.00591, 0.03272, 0.00769, 0.00769, 0.01081, 0.00677
802, 0.00402, 0.00436, 0.00418, 0.00404, 0.00871, 0.07606, 0.00409, 0.00409, 0.00758, 0.00469
803, 0.00360, 0.00349, 0.00374, 0.00349, 0.01723, 0.06310, 0.00385, 0.00385, 0.00406, 0.00436
804, 0.03184, 0.02805, 0.02853, 0.02805, 0.04376, 0.09263, 0.04128, 0.04128, 0.07866, 0.03985
805, 0.00673, 0.00661, 0.00649, 0.00657, 0.00651, 0.02786, 0.00687, 0.00687, 0.00817, 0.00688
806, 0.02111, 0.02227, 0.02275, 0.02227, 0.01537, 0.10167, 0.04432, 0.04432, 0.04188, 0.04198
807, 0.01125, 0.01428, 0.01352, 0.01428, 0.02531, 0.03439, 0.01894, 0.01894, 0.02295, 0.01871
808, 0.00987, 0.01021, 0.01107, 0.01021, 0.01767, 0.05770, 0.01084, 0.01084, 0.01853, 0.01035
809, 0.00293, 0.00301, 0.00307, 0.00319, 0.02772, 0.08463, 0.00359, 0.00359, 0.00453, 0.00271
810, 0.00606, 0.00856, 0.00797, 0.00853, 0.00525, 0.02941, 0.01297, 0.01297, 0.01085, 0.00696
