1	3.510831780042702
2	3.2508451941214966
3	3.4463340769183954
4	3.323364194525993
5	3.5061604840785634
6	3.470148906314708
7	3.6872669337604655
8	3.104474500515209
9	3.0070999802854863
10	3.5519248658627007
11	3.222016090328089
12	3.2606199507381612
13	3.6268619059767464
14	3.5658910051003043
15	3.3557935157072136
16	3.623582118125656
17	2.948237656213786
18	3.293859759339078
19	3.003701696057348
20	3.430671820963598
21	3.463587778376547
22	3.174390236478748
23	3.588734687510445
24	3.305855605805176
25	3.5517318390788555
26	3.3127973912512427
27	2.946095656693147
28	3.380823467102761
29	3.259332158033497
30	3.3863608420866
31	3.375175829137536
32	3.419515360820787
33	2.9161631150598883
34	2.6535442970305683
35	3.027719015921097
36	3.243300368538957
37	2.8698784905883694
38	3.581586332765116
39	3.253915084508907
40	3.1762325395944133
41	3.4077871383141445
42	3.502677615505128
43	3.5411687817684663
44	3.6361338428301946
45	3.510920714001195
46	3.2523580009320914
47	3.291562502003212
48	3.620122531431296
49	3.6024129730430023
50	2.547587085408896
51	3.18249659267336
52	3.352859870714459
53	3.1202527664213653
54	3.456292022527927
55	2.7280740618509607
56	3.4744293336509195
57	3.397248800351673
58	3.423514632787651
59	3.574904425467762
60	3.619842925733069
61	3.153571738477581
62	3.463245798763369
63	3.35750375556583
64	3.6240810139361734
65	3.141928778707974
66	3.222133870405797
67	3.080936361143349
68	3.1750901007555044
69	3.4118809343210468
70	3.674919739589327
71	3.3143918065166775
72	3.330669094120565
73	3.364340105939835
74	3.3426386737607063
75	3.4698217370808195
76	3.2417813444842833
77	3.351245306313991
78	2.905307776373746
79	2.92546120916719
80	2.8225713935471126
81	3.2888956901500372
82	3.6503760091270245
83	3.400461014020378
84	3.33397379125214
85	3.3525549280063363
86	3.2848894517332403
87	3.2708821217744255
88	2.917188642118004
89	2.857038829319307
90	3.222319622493657
91	3.5232034165287027
92	3.5365986487813252
93	3.0464241973162705
94	3.604712383295914
95	3.5987034238245412
96	3.5380693844806443
97	3.5166935230255207
98	2.7533967695947146
99	3.30905580039156
100	3.156804878814785
101	3.274903190690343
102	3.5538592585915105
103	3.1761518977465384
104	3.2823431122769895
105	3.355337797403416
106	3.016027606401989
