user_id	prec@10	prec@50	prec@100	rec@10	user_predictability
0	0.0483247770873	0.0268386922453	0.0197777627668	0.0677005045969	0.5306
1	0.0476946334089	0.026676744772	0.019724111867	0.0674181615319	0.4291
2	0.0474975466143	0.0267348941539	0.0198051310809	0.0670762020504	0.5712
3	0.0484124489154	0.0268632505501	0.0197956617416	0.0677548918273	0.4208
4	0.0481492953384	0.0268452841877	0.0198157038873	0.0670735912654	0.5209
5	0.0476950753317	0.0265122554531	0.019649201709	0.0672623147238	0.3377
6	0.0479598376415	0.0267549668874	0.0198173467208	0.0671429596552	0.349
7	0.047911077041	0.026784208509	0.0198217707934	0.0671452094367	0.4015
8	0.047713950762	0.0265689722548	0.0196756545526	0.0671381075384	0.3284
9	0.0479880413704	0.0267695539754	0.0197915319974	0.0669558955646	0.355
10	0.0469668542839	0.0265353345841	0.0196060037523	0.0667620869189	0.3381
11	0.0465592334495	0.0267421602787	0.0198606271777	0.0647594842755	0.3323
12	0.0483966781839	0.0268327574711	0.0197817785052	0.0677603502702	0.1926
13	0.0464260438783	0.0265958952583	0.0200353857042	0.0637767708249	0.3476
14	0.0475784924368	0.0266734460404	0.019710181772	0.0672440220371	0.3622
15	0.0480333992529	0.0268226763349	0.0198593715667	0.0672473765031	0.2206
16	0.0477502944641	0.0266831566549	0.019753828033	0.0673692424394	0.6113
17	0.0482268041237	0.0268109965636	0.0197759450172	0.0676066752677	0.3095
18	0.0462609970674	0.0264076246334	0.0198020527859	0.064086352285	0.3165
19	0.0479251221734	0.0267621966371	0.0197838151247	0.0669321377524	0.7069
20	0.0475766441929	0.026678539626	0.0197137768732	0.0672303282349	0.4226
21	0.0469482288828	0.0263814713896	0.0195204359673	0.0666245293594	0.3317
22	0.0473072861668	0.0266375018857	0.0197797556192	0.0671465384166	0.4522
23	0.0480576341347	0.0268126094571	0.0198057634135	0.0668776312991	0.3084
24	0.0473741965825	0.0266969744474	0.01983226211	0.0672016751836	0.3126
25	0.047511929107	0.0264758009543	0.0195887298341	0.0672264815865	0.2595
26	0.0476207137859	0.026710986704	0.0198040587824	0.0673481206302	0.2176
27	0.0481781376518	0.0268291192422	0.0198105568711	0.0671045111143	0.5053
28	0.0478886263228	0.0268016027946	0.0198325285113	0.06709766016	0.4357
29	0.0480570501324	0.0268169783927	0.0198206507815	0.0671167623391	0.4126
30	0.048308877684	0.0268721318905	0.0198181406153	0.0676948979305	0.3852
31	0.0469408565602	0.0264853840925	0.019541128484	0.0665372773593	0.2994
32	0.0479717351479	0.0267765855361	0.0198115676524	0.0671162325821	0.3238
33	0.0481546572935	0.0268281500726	0.0198112630855	0.0670295067622	0.2843
34	0.0482280872502	0.0268391824584	0.0197870269651	0.0675230252175	0.473
35	0.0480325288562	0.0267890870934	0.0198233648129	0.0671930260159	0.3114
36	0.0472529158993	0.0266451810927	0.0197943523634	0.0670360748323	0.5928
37	0.0478666666667	0.0267644444444	0.019824	0.0670574304248	0.0922
38	0.0479874668595	0.0267695026914	0.0197798666345	0.0669773045187	0.3273
39	0.0484045719729	0.0268198595071	0.0197815216097	0.0677769858219	0.173
40	0.0468167202572	0.0266495176849	0.02	0.064561113029	0.3267
41	0.0442996742671	0.0263409337676	0.0198154180239	0.0597129603528	0.3114
42	0.0476083032491	0.0265027075812	0.0196254512635	0.0672075808721	0.3691
43	0.046802919708	0.0263883211679	0.019500729927	0.066541104121	0.4516
44	0.0481218434343	0.0268039772727	0.0197956123737	0.0670386562326	0.478
45	0.0479636857288	0.026765654166	0.0197853385372	0.0670210563074	0.3395
46	0.0479786900658	0.0268191789408	0.0198485323305	0.0671275859461	0.4084
47	0.0444630872483	0.0273154362416	0.0204530201342	0.060235651795	0.3812
48	0.047583081571	0.0265602071644	0.019704359085	0.0669128688255	0.3672
49	0.048195329087	0.0268228692751	0.0197899605702	0.0671947694357	0.507
50	0.0482007929977	0.0268167876113	0.0197890326925	0.0672722616883	0.5797
51	0.0477101342652	0.0266875114953	0.0197792900497	0.0674093953731	0.4189
52	0.0475875875876	0.0264784784785	0.0196216216216	0.067086699798	0.4244
53	0.0479983890455	0.0267692307692	0.01978654853	0.0669692562567	0.3769
54	0.0482144199684	0.0268340726261	0.0197879858657	0.0673330253279	0.3318
55	0.0478597850978	0.0267341905936	0.0197956667254	0.0670048501362	0.3928
56	0.0468933177022	0.0267057444314	0.019761625635	0.0656960485841	0.384
57	0.0480860864041	0.0268202033037	0.0198086086404	0.0669459109807	0.2348
58	0.0471692491061	0.0266030989273	0.019752681764	0.0668664016202	0.3633
59	0.0481872167526	0.0268573214565	0.0198288795124	0.0671167027152	0.3746
60	0.047619047619	0.0267550034507	0.0198040027605	0.0672345726348	0.4296
61	0.0480059240453	0.0268084206072	0.019842378081	0.0672577854371	0.287
62	0.0518367346939	0.0299591836735	0.0215918367347	0.0677937436235	0.2048
63	0.0484074519231	0.0268185096154	0.0197752403846	0.0677185463171	0.3442
64	0.047881055932	0.0268291696167	0.0198664913523	0.067053161543	0.3203
65	0.0481725710277	0.0267835847071	0.0197649947387	0.0675315125988	0.2661
66	0.0479525950143	0.026782182264	0.0197899468737	0.0668844140362	0.3289
67	0.0483067056706	0.0268688118812	0.0198154815482	0.0677182592023	0.2488
68	0.0476828385228	0.0266654598117	0.0197755249819	0.0673056257429	0.4816
69	0.0483073679278	0.0268466674476	0.0197920815275	0.0676915238933	0.4226
70	0.0474192788122	0.0265708225312	0.0196441197266	0.0670597695817	0.2471
71	0.048406902346	0.0268881277063	0.0198074064499	0.0677649439242	0.4922
72	0.0479253523923	0.0267976970419	0.0198471312289	0.0672613031449	0.3736
73	0.0478970045137	0.0267952400492	0.0198358637669	0.0671292637134	0.2477
74	0.0466497747748	0.0264189189189	0.0195129504505	0.0659471124705	0.611
75	0.0479557831423	0.0267723319516	0.0197854181907	0.066890048747	0.544
76	0.0479723416184	0.0267856475425	0.0198196598767	0.0672969640044	0.4873
77	0.0478709099059	0.0267772299417	0.0198323621694	0.0670519885947	0.4258
78	0.0481721743112	0.0268182858887	0.019801572159	0.0671123779539	0.2887
79	0.0473675736596	0.0266430526485	0.0198116245371	0.0671251652241	0.4682
80	0.0482314003999	0.0268192787699	0.0197828035579	0.0676399300266	0.424
81	0.0465581977472	0.0266332916145	0.0199812265332	0.0642573250083	0.3045
82	0.0476973684211	0.0267434210526	0.0197998903509	0.067402030063	0.3445
83	0.0482586216692	0.0268677916027	0.0198136469519	0.0676031260087	0.3554
84	0.0480491761291	0.026812942884	0.0198164432682	0.0671151857107	0.3833
85	0.0482207095025	0.0268581548508	0.0198040843434	0.067595281218	0.2993
86	0.0476928848318	0.0266750031262	0.0197248968363	0.0674565600862	0.2985
87	0.046759481517	0.026951512242	0.0200624099856	0.0642794446242	0.2708
88	0.04841548249	0.0268386943338	0.0197930911469	0.0677888574341	0.3521
89	0.0469273743017	0.0268268156425	0.0200670391061	0.0648380061787	0.3121
90	0.0482639410792	0.0268495415602	0.0198008417255	0.067334612714	0.5517
91	0.0482168869706	0.0268885891557	0.0198160237389	0.067571885879	0.3885
92	0.0482563516675	0.0269060442849	0.0198248191067	0.0676426611464	0.292
93	0.0470560527555	0.0269618464437	0.0200753650495	0.0646969828358	0.4438
94	0.0473946957878	0.0267020280811	0.019848673947	0.0671213022	0.4637
95	0.0476070830342	0.0266212012443	0.0196937066284	0.0671945724248	0.4528
96	0.0474680306905	0.0266393861893	0.0197919863598	0.0671159369442	0.2815
97	0.0456840390879	0.0266449511401	0.0201140065147	0.0625381994371	0.4306
98	0.0481891871793	0.0268149029523	0.0197806202127	0.0672933114415	0.3763
99	0.0482305905235	0.0268961045978	0.0198249500243	0.0675813902635	0.3778
100	0.0482388762023	0.0268244412151	0.0197723340945	0.0676887590974	0.4936
101	0.0479717813051	0.0267989417989	0.0198335537919	0.0671831349221	0.3628
102	0.0478598848369	0.0267792706334	0.0198157389635	0.0670830500837	0.2112
103	0.0479952076677	0.0267891373802	0.0197955271565	0.0668674710728	0.4049
104	0.0478023478023	0.0267977067977	0.0198293748294	0.0674933181541	0.3804
105	0.0478113158239	0.0267502940024	0.0197530380243	0.0675623231735	0.327
106	0.0466666666667	0.026650887574	0.0197593688363	0.0654004474589	0.5249
107	0.0480155264435	0.0268102862688	0.0198340611354	0.067331679366	0.2815
108	0.0480255285201	0.0267921818907	0.0197933785401	0.0668792407255	0.4551
109	0.0481808158765	0.0268168215467	0.0197983934478	0.0671770865829	0.4161
110	0.0484844482599	0.0269021990359	0.019820379053	0.0678923426877	0.2875
111	0.047851956434	0.0268293666801	0.0198709156918	0.0670269980542	0.4589
112	0.0479479886225	0.0267712312068	0.0197862657456	0.0668791767358	0.4956
113	0.0479936746393	0.026799762799	0.0198418659814	0.0674353484893	0.3841
114	0.0468911213684	0.0263535161553	0.0195221286994	0.0665884757215	0.2757
115	0.0482652232747	0.0268936400541	0.0198230040595	0.0676193707148	0.5147
116	0.0483618614603	0.0268668093073	0.0197947312116	0.0676962758639	0.4459
117	0.0484018838305	0.0268596546311	0.0197927786499	0.0677438814636	0.5197
118	0.0483528617876	0.0268400711613	0.0197736335194	0.0676670392679	0.3608
119	0.0475862068966	0.0267393103448	0.0197931034483	0.067188203964	0.4788
120	0.0468521229868	0.0264245973646	0.0195285505124	0.0665769910605	0.248
121	0.0478764820386	0.0267722526986	0.0198265793665	0.0670188290409	0.4231
122	0.0464571780653	0.0267036352434	0.0200431300062	0.0645056864897	0.377
123	0.0482511015612	0.0269052929337	0.019823750204	0.067635301884	0.2604
124	0.0525773195876	0.0288659793814	0.0217525773196	0.0677236215082	0.4184
125	0.0470310391363	0.0267746288799	0.0200809716599	0.0647054171671	0.211
126	0.0474490601801	0.0266719317643	0.0198151950719	0.0672760185539	0.5283
127	0.0466171977302	0.0267743343518	0.01988651244	0.0648846524921	0.5549
128	0.0468684210526	0.0264052631579	0.0196026315789	0.0660894333013	0.5183
129	0.0476497346475	0.0266742481678	0.0197194844579	0.0673796006027	0.5467
130	0.0483324331623	0.0268498514718	0.019785984337	0.0677159588761	0.365
131	0.0479442073488	0.0268116998022	0.0198407411263	0.0670985950158	0.2867
132	0.0465128205128	0.0266564102564	0.0199128205128	0.0644157870261	0.3389
133	0.0482704487631	0.026895469063	0.0198240675581	0.0676266916015	0.4183
